Location,Hygiene,Micromanagement,Working Hours,Salary,Age,Infrastructure,Food Quality,Incentives,Family Size,Experience,Share Price,Attrition,Contract Workers,Location_Score,Internal_Audit,External_Audit,Fin_Score,Loss_Score,Past_Score,IsUnderRisk
Asia-Pacific,5,4,7,46112,55,1,4,5402,5,59,818,30,4052,12.0,22.69021904761905,20.875087508750877,29.766704761904762,12.589666666666666,30.779133333333338,0
Asia-Pacific,5,4,10,30802,67,6,3,7962,6,3,140,32,2651,51.8,27.239885714285716,18.582901147257584,27.190561904761907,18.841,22.431600000000003,0
Central and South-Eastern Europe and CIS,5,8,13,48870,70,10,3,4241,2,6,1424,18,8817,12.0,30.1998,23.1973340191162,20.692533333333337,17.25766666666667,27.234933333333338,0
Middle East,4,4,5,2502,21,5,1,191,10,46,226,3,532,51.8,30.53653333333333,14.87777349163488,23.405466666666666,22.51166666666667,34.05733333333333,0
Africa,4,6,19,35130,47,6,2,477,9,37,1448,7,463,18.0,24.84324761904762,18.676067606760675,29.630123809523813,19.790333333333336,34.76800000000001,0
Africa,3,10,22,45788,59,4,3,684,3,22,683,34,6098,13.1,9.028123809523809,20.555526981269555,25.403161904761905,13.135666666666667,12.387266666666665,0
Latin America and the Caribbean,5,5,21,1732,60,5,4,646,1,11,464,34,1943,18.0,33.127190476190485,19.281028102810282,27.733523809523813,12.280000000000001,29.757666666666665,0
Central and South-Eastern Europe and CIS,2,4,15,6106,56,1,4,6695,7,45,805,14,6672,46.9,39.20164761904762,16.025788293115028,30.60340952380953,13.999666666666666,14.916533333333334,1
Africa,3,4,13,8547,38,5,4,314,5,6,300,14,168,12.0,27.22944761904762,19.785678567856788,20.37390476190476,15.317,26.413600000000002,1
Latin America and the Caribbean,5,2,17,43461,43,9,2,9050,1,29,582,1,740,12.0,30.54174285714286,13.434357721486437,12.95677142857143,27.071,33.15826666666667,0
Asia-Pacific,3,4,20,38252,61,2,1,968,9,26,216,1,3677,13.1,25.225885714285717,15.446301773034445,23.12215238095238,25.936333333333334,22.736133333333335,0
Central and South-Eastern Europe and CIS,4,5,17,5477,45,5,1,272,5,41,1380,18,1713,8.5,35.655304761904766,22.072935865015076,23.137590476190482,17.845666666666666,23.964066666666668,0
Central and South-Eastern Europe and CIS,3,4,14,9161,31,10,1,684,4,9,194,2,5041,13.1,24.606142857142856,27.274813195605276,32.0238380952381,16.66766666666667,29.189666666666664,0
Asia-Pacific,2,2,13,5495,68,10,1,983,5,10,1238,28,4972,8.5,31.359542857142863,15.740588344548744,18.034390476190477,16.300666666666665,31.06526666666667,0
Central and South-Eastern Europe and CIS,1,9,7,10613,20,1,5,397,7,12,1254,8,3529,13.1,33.727990476190485,28.086651522295085,29.178076190476194,9.620333333333335,27.011000000000003,0
Asia-Pacific,2,5,4,42388,49,9,5,911,5,17,543,11,2588,46.9,24.724609523809526,13.60837512322661,30.470523809523815,14.820333333333332,25.36646666666667,0
Asia-Pacific,3,6,20,9724,59,1,5,112,10,42,805,32,8988,12.0,37.21729523809525,25.722086494363722,26.94201904761905,11.124666666666668,12.473200000000002,0
Africa,1,10,5,12795,47,7,3,84,10,18,244,29,4491,18.0,33.2438,12.5008929464375,31.925857142857144,14.673333333333336,37.754333333333335,0
Central and South-Eastern Europe and CIS,1,6,11,7848,31,7,4,2508,6,32,1413,3,9991,46.9,20.032485714285713,15.762204791907767,24.900266666666667,8.761666666666667,33.568000000000005,1
Africa,5,1,3,48758,24,8,2,999,8,1,954,25,3720,12.0,27.614561904761903,21.85261383281185,16.65630476190476,9.540333333333335,31.464400000000005,0
Asia-Pacific,2,3,18,34281,17,4,5,440,8,16,1172,38,2086,46.9,31.417333333333332,22.61901904476162,19.417,16.726000000000003,32.8272,0
Middle East,5,3,3,22549,11,7,2,3601,9,15,852,13,673,12.0,26.33967619047619,18.545525981169547,25.14027619047619,20.563666666666666,23.010266666666666,0
Central and South-Eastern Europe and CIS,3,3,24,36846,46,10,4,201,2,47,267,34,6228,8.5,22.988276190476185,22.784364150700785,32.22799047619048,14.831333333333335,25.5328,0
Asia-Pacific,2,4,21,30809,48,5,5,717,1,25,302,11,4958,51.8,18.544885714285716,22.58065806580658,34.89626666666667,19.112666666666666,34.7028,0
Latin America and the Caribbean,3,9,9,45728,28,1,5,464,9,16,422,29,578,51.8,33.14916190476191,16.43704370437044,23.293209523809523,10.060333333333334,26.587200000000006,0
Latin America and the Caribbean,4,3,9,13491,24,4,3,173,7,22,1410,35,5066,13.1,21.2684380952381,21.81829611532582,21.29528571428572,20.498666666666665,17.940800000000003,1
Africa,3,3,8,8494,29,7,2,7625,4,4,595,15,7633,18.0,24.493704761904763,28.2937579472233,23.734580952380952,14.746,22.729666666666667,0
Central and South-Eastern Europe and CIS,3,3,9,45253,32,4,1,3003,4,49,1464,11,3745,8.5,22.75806666666667,17.921935050647924,31.918447619047623,12.711333333333332,27.770333333333337,0
Asia-Pacific,1,2,10,8718,10,8,5,9613,10,34,448,3,5196,46.9,31.352304761904765,22.469175488977466,28.97220952380953,7.679666666666668,27.625866666666667,0
Africa,3,9,2,14861,28,6,5,8240,5,53,1435,27,7357,8.5,27.747190476190475,5.617433171888617,24.35415238095238,16.386333333333337,40.10093333333334,1
Latin America and the Caribbean,1,8,14,12188,24,5,5,615,2,13,1304,2,9246,46.9,24.54737142857143,14.413355621276413,18.59650476190476,22.002,32.18946666666667,0
Asia-Pacific,1,2,23,26421,68,3,1,5258,3,44,1134,10,1114,18.0,27.451161904761907,24.037903790379037,18.320228571428576,12.325999999999999,30.71126666666667,0
Central and South-Eastern Europe and CIS,4,6,5,32583,47,4,4,1428,7,28,380,10,8910,8.5,18.312657142857148,19.412941294129414,27.517533333333333,7.955333333333334,26.130533333333332,0
Middle East,3,9,21,31663,42,2,2,317,5,3,147,31,6347,12.0,28.254704761904765,14.388667438172389,28.913790476190478,20.06366666666667,30.44513333333334,0
Latin America and the Caribbean,1,5,14,29948,12,5,5,796,7,18,992,25,8693,51.8,29.354857142857142,21.419884845627422,29.53197142857143,11.815333333333333,23.062600000000007,0
Middle East,4,4,14,32095,12,2,2,992,2,14,813,30,9989,8.5,23.34274285714286,12.097952652408098,23.15184761904762,14.018000000000002,30.042,0
Middle East,2,7,5,13441,48,10,1,181,7,59,696,3,2728,12.0,35.96962857142858,21.47173288757447,22.199038095238095,13.206666666666669,22.099666666666664,1
Middle East,4,4,1,20135,10,8,4,638,5,36,226,23,4879,18.0,32.41800952380952,20.156172760133163,34.30493333333333,21.041333333333334,30.669600000000003,0
Developed Economies and EU,5,10,1,7848,53,7,3,538,7,30,874,15,4339,51.8,28.496828571428573,12.443201463003446,28.259561904761902,13.177000000000003,33.2858,0
Asia-Pacific,5,8,3,4189,65,5,5,696,6,50,1151,6,2139,8.5,31.69609523809524,17.896461074678896,23.609819047619048,16.928,25.097733333333334,0
Central and South-Eastern Europe and CIS,3,1,11,14052,20,3,5,5466,2,1,1223,3,2910,12.0,26.024038095238094,15.046633234752049,20.67121904761905,12.337666666666667,21.717,0
Asia-Pacific,5,7,18,14760,31,3,1,2353,6,55,295,22,5560,12.0,25.27255238095238,20.46984698469847,34.11358095238096,18.141333333333336,23.383,0
Developed Economies and EU,1,10,15,2876,58,1,3,975,5,28,403,1,6580,51.8,35.95449523809524,23.05007643621505,10.117780952380953,4.874666666666667,25.303199999999997,0
Developed Economies and EU,3,1,22,30972,22,3,1,7240,2,6,1316,2,2610,46.9,23.15422857142857,13.765290814795767,29.066038095238095,9.785,28.1012,0
Middle East,5,4,2,47354,13,5,3,9734,2,8,629,18,5763,18.0,20.228238095238098,21.10909662394811,31.449333333333335,20.957666666666665,44.41993333333334,0
Middle East,3,5,6,24908,42,1,3,620,7,29,528,14,6199,8.5,31.354723809523815,25.936479362221938,14.4244,16.435333333333336,36.26853333333333,0
Asia-Pacific,3,5,21,47084,45,10,1,5946,5,27,928,4,7419,12.0,15.57881904761905,19.240952666695243,27.651980952380956,15.988333333333335,22.741533333333336,0
Latin America and the Caribbean,2,3,14,44471,68,2,2,1715,8,26,816,30,7678,51.8,36.40325714285715,20.352192362093355,21.753885714285715,10.693333333333332,13.059000000000005,0
Asia-Pacific,2,2,23,18542,15,6,4,5438,5,11,638,20,7599,51.8,22.504638095238093,18.714085694283717,20.50367619047619,11.279,15.431266666666668,0
Africa,5,5,12,875,15,10,4,523,9,46,820,25,3859,18.0,24.394695238095238,21.22938008086523,23.748742857142858,15.689666666666668,23.220066666666668,0
Middle East,4,9,22,14473,61,7,2,1565,5,39,948,33,1504,12.0,25.89189523809524,16.03888960324604,29.148923809523808,18.747666666666664,22.5262,1
Central and South-Eastern Europe and CIS,3,9,2,1863,26,10,3,2466,5,29,71,35,5835,51.8,16.75674285714286,25.980098009800983,36.295161904761905,5.591000000000001,37.3692,0
Central and South-Eastern Europe and CIS,3,5,17,29803,43,2,3,499,5,54,451,34,2139,46.9,22.31295238095238,23.002643121455,27.183771428571436,12.205333333333334,19.00426666666667,0
Africa,3,2,20,14714,22,5,5,313,9,39,1175,8,9422,12.0,34.47139047619048,32.96999699969997,24.062885714285716,11.032333333333334,16.77546666666667,0
Middle East,3,10,17,10741,36,4,3,981,4,31,471,15,6043,12.0,28.211819047619045,24.08829454374009,27.067352380952382,14.952666666666667,35.04846666666667,0
Africa,2,8,14,21554,30,8,3,263,8,43,1058,35,5028,51.8,30.428228571428573,13.65869444087266,21.317685714285712,9.356333333333334,23.303066666666666,0
Developed Economies and EU,5,8,19,10807,30,1,1,6665,10,59,1477,30,917,46.9,19.578057142857144,8.790921949337793,22.051409523809525,12.585333333333335,33.416000000000004,0
Asia-Pacific,1,6,21,7997,37,6,3,661,1,26,294,28,4722,18.0,27.810923809523814,15.848770591344849,28.976723809523808,15.161666666666667,26.21293333333334,0
Developed Economies and EU,1,10,2,47543,43,5,4,4401,10,2,168,6,163,12.0,24.270847619047622,26.38983898389839,28.100800000000003,22.734333333333336,28.803733333333337,1
Latin America and the Caribbean,5,5,12,31471,54,3,5,6827,2,33,1283,9,4641,12.0,24.888771428571427,16.07632191790608,21.646542857142858,13.043000000000001,35.20973333333333,0
Asia-Pacific,1,4,5,3379,44,8,1,913,2,40,603,35,7903,8.5,25.073580952380958,34.04721900761505,25.208571428571425,12.056666666666667,28.357000000000003,0
Developed Economies and EU,4,9,22,30375,34,7,4,2551,7,5,98,11,9757,51.8,33.396457142857145,20.06850685068507,21.436304761904765,13.50066666666667,27.038466666666665,0
Africa,5,3,24,48919,69,8,3,27,3,27,1362,27,5303,46.9,28.15422857142857,20.613932821853616,29.604857142857142,10.238666666666669,13.902266666666666,0
Latin America and the Caribbean,3,8,8,8284,21,7,2,7952,8,6,596,31,2929,18.0,28.34895238095238,13.724601031531725,30.200114285714292,17.46066666666667,31.211133333333336,1
Latin America and the Caribbean,4,10,14,44822,44,1,1,279,4,2,1451,18,2932,18.0,23.32064761904762,24.77964939351078,35.39255238095238,20.875,22.630066666666668,0
Middle East,5,9,21,5867,37,10,3,6279,2,42,1255,16,3812,46.9,35.132152380952384,12.705541982769706,19.224819047619047,10.191333333333336,16.78193333333333,0
Africa,5,4,17,31766,33,6,1,350,8,7,310,16,7891,51.8,32.772400000000005,15.083636935122085,22.46352380952381,18.059,26.223533333333332,0
Developed Economies and EU,2,10,21,17998,62,4,1,920,2,42,95,12,2455,8.5,29.04147619047619,21.2958724443873,13.726266666666668,4.017333333333334,24.608200000000004,0
Latin America and the Caribbean,5,6,9,31787,18,1,2,711,5,14,669,8,984,13.1,20.777752380952382,14.561899047047563,31.810952380952383,14.42133333333333,29.136,0
Middle East,3,8,18,25700,64,8,3,229,9,43,41,9,6847,46.9,31.52328571428572,16.294029402940296,29.182419047619046,22.133666666666667,34.14693333333334,0
Middle East,4,5,6,47732,30,1,1,9686,9,17,1404,14,74,18.0,27.686847619047622,29.853485348534853,29.61714285714286,23.898000000000003,29.945,0
Africa,2,9,8,19452,38,7,2,239,9,40,1356,4,5184,46.9,28.230057142857145,18.771605732001774,29.912323809523812,16.239666666666665,18.85893333333334,0
Latin America and the Caribbean,5,7,4,19684,56,9,4,1903,6,60,310,33,8656,51.8,22.423752380952383,24.208435129227208,36.286409523809525,10.294333333333334,21.874000000000006,0
Africa,3,1,23,7596,22,1,4,951,7,50,480,21,648,8.5,26.992076190476194,25.939779692254945,31.254857142857144,19.559,16.1002,0
Africa,5,8,6,30356,18,6,3,8910,8,7,76,35,4945,13.1,22.587123809523813,24.705556269912705,31.78766666666667,15.009666666666668,23.734266666666667,0
Africa,3,10,2,24308,22,2,1,3980,8,47,1098,40,5440,46.9,26.22007619047619,18.182432528967183,27.228771428571424,13.954333333333333,15.163400000000001,0
Middle East,2,7,14,26882,48,1,3,9998,4,21,411,28,6203,13.1,32.11578095238096,16.965782292514966,33.91545714285715,10.886666666666667,34.872266666666675,0
Africa,2,3,19,44498,47,1,1,8978,9,15,636,38,1742,51.8,19.837809523809526,22.45540268312546,34.5632,20.677666666666667,19.465,1
Asia-Pacific,5,3,24,13893,53,10,1,766,4,60,427,18,7859,46.9,30.470361904761912,16.780906662094786,23.261704761904763,18.796333333333337,34.36933333333334,0
Africa,1,8,2,17796,62,8,5,3049,3,54,169,2,1926,8.5,15.237828571428574,17.021630734502022,26.30004761904762,17.404666666666667,26.999600000000008,0
Developed Economies and EU,2,5,11,25184,51,8,3,4737,8,50,174,12,9827,13.1,32.877723809523815,18.48239109625248,20.23793333333333,20.078666666666667,28.507333333333335,0
Developed Economies and EU,1,5,8,41171,52,5,2,788,3,50,1426,2,7723,18.0,30.064780952380953,23.777420599202777,25.228876190476196,19.485000000000003,12.077466666666668,0
Central and South-Eastern Europe and CIS,3,4,8,23248,66,9,3,379,8,1,1434,19,5231,46.9,32.62500952380953,16.805766290914807,27.076542857142854,10.438333333333334,33.9208,0
Central and South-Eastern Europe and CIS,2,10,19,43666,56,8,1,4745,8,39,842,4,3780,13.1,33.828476190476195,19.56752818138957,28.086780952380952,12.345,31.645933333333335,0
Asia-Pacific,5,8,17,22980,54,2,2,691,10,35,903,11,3260,18.0,28.668809523809518,17.63752089494664,13.591371428571428,13.552,36.88693333333333,0
Africa,5,2,20,23322,37,5,4,189,5,21,1095,39,7528,8.5,33.17006666666666,16.713228465703715,15.380285714285716,6.138333333333334,19.811933333333336,0
Africa,2,10,12,9019,33,3,5,1926,9,32,625,28,1575,13.1,18.258790476190477,14.794922349377796,20.064619047619047,15.649000000000001,28.893333333333338,0
Central and South-Eastern Europe and CIS,1,9,15,23021,20,4,2,6671,2,58,64,3,9701,12.0,34.49442857142857,15.553369622676556,26.050609523809527,7.139666666666667,25.648133333333334,0
Africa,4,1,19,15144,18,1,1,219,9,5,998,22,9579,12.0,35.29521904761906,18.570214164273573,23.332028571428573,4.2250000000000005,31.86606666666667,0
Latin America and the Caribbean,3,10,18,21248,48,10,2,3071,8,53,1258,14,3140,12.0,19.773980952380953,13.93862243367194,33.33715238095238,22.451666666666668,29.719800000000003,0
Asia-Pacific,3,7,6,22151,24,5,5,4963,10,53,76,21,9542,18.0,29.54059047619048,15.914620033431914,23.451876190476195,28.182999999999996,24.194000000000003,0
Developed Economies and EU,5,9,5,6049,66,5,3,1254,3,28,925,18,2700,18.0,39.12680952380953,27.525523980969524,28.173828571428572,8.396666666666668,24.288466666666668,0
Developed Economies and EU,3,5,8,45921,37,2,4,7877,6,57,1207,33,7614,51.8,25.318523809523814,17.84845627419885,27.189228571428576,21.752000000000006,24.67566666666667,0
Developed Economies and EU,2,7,23,32747,41,9,1,7183,8,26,429,7,4687,12.0,32.82064761904762,19.71708599431372,29.74257142857143,11.811666666666664,26.074933333333334,1
Asia-Pacific,2,9,17,5560,60,10,3,3692,6,24,830,40,797,12.0,27.730095238095238,14.533610503907536,24.145561904761905,17.284000000000002,36.13673333333334,1
Africa,4,10,11,20313,44,5,2,6418,2,22,759,32,776,18.0,23.677142857142854,9.836455074078836,18.975638095238097,7.761333333333334,22.365333333333332,0
Middle East,2,2,2,2448,56,1,2,498,1,18,233,12,1146,8.5,29.76628571428572,8.843241467003844,20.31452380952381,17.221333333333337,34.938,1
Latin America and the Caribbean,2,10,24,15179,42,4,5,7041,5,50,1237,36,251,8.5,30.95251428571429,29.700498621290706,30.84421904761905,14.290666666666668,40.5976,0
Africa,1,4,15,813,56,5,3,8608,9,44,4,38,5246,51.8,31.00583809523809,10.794608032231794,36.061057142857145,10.590333333333334,26.435599999999997,1
Asia-Pacific,2,4,9,33879,52,5,4,8660,3,17,1325,36,7521,18.0,35.0904380952381,22.515365822296516,31.50914285714286,21.66266666666667,26.456000000000003,1
Asia-Pacific,4,5,10,5243,28,5,4,7196,9,54,634,2,6620,18.0,29.98569523809524,14.426042604260427,35.523580952380954,15.272000000000002,30.17053333333334,1
Central and South-Eastern Europe and CIS,2,9,9,13378,60,4,5,928,5,42,831,25,1038,13.1,14.450761904761908,20.935822153643933,15.686704761904762,12.176333333333334,30.663266666666672,0
Asia-Pacific,2,4,10,12882,30,7,1,242,9,58,286,39,6145,12.0,25.37430476190476,18.975311816895974,39.13733333333334,10.184999999999999,37.41480000000001,0
Middle East,2,1,24,14517,58,6,1,8686,2,42,484,17,8776,12.0,17.1114,13.46920406326347,25.501009523809532,13.395666666666669,25.8388,0
Africa,4,7,19,33097,35,2,5,9043,2,26,1243,7,9894,12.0,15.8858,28.163630648779165,10.007857142857143,8.734,28.925600000000003,0
Middle East,3,4,22,16209,14,5,2,816,7,31,506,39,6164,13.1,16.52676190476191,16.221407855071224,30.8634380952381,16.664333333333335,25.1392,0
Developed Economies and EU,5,6,13,8148,62,10,2,367,10,22,1072,27,7062,46.9,30.112895238095238,13.991099109910992,16.538076190476193,19.047333333333334,24.5934,0
Latin America and the Caribbean,1,2,13,32702,32,5,3,1590,2,15,323,7,6931,12.0,30.156,19.67975368965468,19.3722380952381,16.925333333333334,26.408333333333335,0
Latin America and the Caribbean,1,4,12,41914,19,3,3,573,7,23,1079,27,8248,13.1,26.497571428571433,27.246110325318245,28.307838095238097,25.732,30.045333333333335,0
Latin America and the Caribbean,3,2,20,24916,63,8,5,2006,5,16,518,30,4119,13.1,27.808209523809523,24.722072207220723,34.293066666666675,10.602666666666668,33.5902,1
Africa,1,8,22,21714,25,7,5,104,7,20,378,11,7566,46.9,31.274247619047625,22.58037232294658,27.093714285714288,21.045333333333335,31.0398,1
Developed Economies and EU,5,1,6,14313,27,7,3,472,3,36,1303,29,4067,51.8,23.62209523809524,15.782435386395784,37.58513333333334,11.877333333333334,35.989399999999996,0
Asia-Pacific,2,2,18,23426,66,2,5,954,6,31,485,19,8005,51.8,30.3392761904762,11.836297915505837,24.10768571428571,12.545666666666666,30.270066666666672,0
Developed Economies and EU,2,7,1,16659,37,6,5,6882,6,13,119,38,3357,12.0,35.59736190476191,11.486134327718487,23.922685714285713,21.376666666666672,37.477666666666664,0
Africa,4,8,5,32875,47,7,4,8675,2,10,373,31,2322,12.0,22.980400000000003,23.42920006286343,13.79002857142857,9.668333333333335,38.78386666666667,0
Africa,3,10,7,22584,66,1,2,922,4,17,1022,10,5555,13.1,21.10789523809524,29.76157615761576,14.773790476190477,20.694333333333336,18.8464,1
Central and South-Eastern Europe and CIS,4,3,15,32546,61,1,4,972,1,5,492,40,4146,46.9,26.04943809523809,14.2004914777192,28.979476190476195,18.60533333333333,28.432999999999996,0
Asia-Pacific,4,3,10,12202,17,4,5,5397,3,50,415,17,4156,46.9,27.83216190476191,9.531896046747532,31.114904761904764,17.217333333333336,28.06606666666666,0
Middle East,3,7,24,30196,37,7,2,883,6,48,170,38,8539,8.5,19.083609523809525,19.480919520523486,22.987838095238097,7.188666666666667,29.469999999999995,0
Latin America and the Caribbean,5,6,16,43028,58,2,5,696,7,2,246,29,3036,8.5,23.234485714285714,18.100952952438103,46.38770476190477,11.176666666666668,37.397333333333336,0
Africa,2,5,11,23895,22,5,1,9172,2,2,320,10,5594,8.5,34.10413333333334,28.85772863000586,23.5650380952381,12.195,18.1372,0
Africa,1,7,1,31048,44,4,2,280,1,9,1229,35,4880,8.5,28.178733333333334,29.02668838312403,30.262466666666676,4.496333333333333,35.0188,0
Middle East,4,5,14,42285,16,10,3,4714,7,55,553,32,9832,12.0,36.77134285714286,17.54105410541054,14.066609523809523,12.666666666666668,28.841533333333334,0
Developed Economies and EU,5,9,24,22240,31,5,1,5646,10,51,931,16,9388,8.5,22.516761904761907,20.71460003143172,30.052276190476192,12.642333333333333,22.404066666666665,1
Middle East,5,2,14,31794,47,2,5,542,9,8,1313,40,1299,8.5,30.124457142857146,14.488205963453488,30.007333333333335,7.336666666666668,33.99433333333333,0
Latin America and the Caribbean,2,10,5,12698,20,4,3,8058,7,15,716,17,4936,51.8,31.64394285714286,21.521052105210526,34.449714285714286,21.919333333333334,25.066333333333336,0
Middle East,2,8,11,37704,46,4,5,399,8,49,1153,10,6426,13.1,14.042038095238096,17.891089108910897,24.237676190476193,20.214333333333336,17.621333333333332,0
Asia-Pacific,2,5,20,22953,52,8,1,5407,4,24,344,20,4950,18.0,20.770809523809525,12.113639935422114,27.251438095238097,14.374333333333333,31.320533333333334,0
Developed Economies and EU,3,4,7,12077,23,5,1,5758,1,3,1399,35,1594,12.0,31.513266666666667,20.833183318331834,36.676276190476194,14.020666666666667,37.5596,0
Africa,1,3,4,28224,14,10,3,633,3,22,975,13,2419,18.0,24.036933333333334,17.971911476861973,23.681838095238096,12.366666666666669,25.86033333333334,1
Asia-Pacific,5,6,18,44639,44,1,1,924,10,60,630,33,6003,13.1,27.89686666666667,21.31887474461732,15.225923809523811,21.392333333333337,31.103066666666667,0
Central and South-Eastern Europe and CIS,3,2,4,13910,41,1,2,860,2,39,237,16,2641,8.5,29.656276190476188,30.03827525609704,42.797847619047616,7.726333333333334,41.43506666666668,0
Central and South-Eastern Europe and CIS,2,1,10,33456,60,3,5,4539,2,9,975,21,9291,12.0,33.52393333333334,25.560341748460562,28.058714285714288,18.241000000000003,31.779666666666667,0
Central and South-Eastern Europe and CIS,5,4,14,31747,35,8,4,2498,10,8,1463,32,6019,8.5,37.60171428571429,17.42920006286343,22.22829523809524,7.514666666666668,41.326600000000006,0
Middle East,2,10,12,12320,36,8,5,478,8,44,1439,36,6826,12.0,28.93169523809524,9.273498778449273,16.442304761904765,10.306666666666667,28.72046666666667,0
Central and South-Eastern Europe and CIS,5,5,22,24399,26,4,5,6912,5,23,1454,9,3451,13.1,22.418257142857144,22.818081808180818,34.1454,5.067666666666668,14.92546666666667,0
Central and South-Eastern Europe and CIS,4,4,17,20674,55,2,2,7755,8,2,274,14,5602,51.8,29.76894285714286,22.36003600360036,29.166285714285717,20.89,20.092933333333335,0
Africa,5,9,15,14612,61,9,3,9150,9,42,250,14,7891,12.0,21.608580952380954,19.01707313588502,18.816504761904763,19.839333333333332,24.0096,1
Central and South-Eastern Europe and CIS,1,5,12,8280,14,5,2,3137,10,37,491,29,4514,8.5,27.606228571428577,18.153486777249157,24.488000000000003,8.884000000000002,39.2348,0
Asia-Pacific,4,2,3,31579,59,3,4,5918,3,4,1337,2,2485,12.0,35.59088571428571,25.94370865657995,28.762495238095237,15.052666666666667,31.8598,0
Africa,5,8,2,5751,64,9,3,751,3,37,214,28,3695,18.0,20.095990476190476,19.022630834512025,22.590276190476192,17.774333333333335,33.968,0
Developed Economies and EU,4,5,19,9458,62,6,1,4144,5,15,157,3,5445,13.1,24.21547619047619,23.999785692855003,30.1842,11.598333333333333,23.151733333333336,0
Latin America and the Caribbean,5,10,5,43083,51,8,1,4112,3,17,311,37,5005,8.5,19.48,21.230780220879232,29.72465714285714,13.239,22.1168,1
Developed Economies and EU,3,9,4,40491,12,1,3,8665,9,54,260,16,5967,46.9,30.945400000000006,17.40996956838541,29.627533333333332,14.324,29.105666666666668,0
Middle East,5,7,22,12355,13,1,5,817,5,27,618,21,4293,51.8,31.776980952380956,22.010343891532013,24.38893333333333,9.757666666666667,27.73926666666667,0
Africa,2,2,7,27493,46,3,4,4805,5,57,1194,31,7682,13.1,35.709466666666664,22.102324518166107,35.422447619047624,22.495666666666665,26.777333333333335,0
Developed Economies and EU,2,2,23,225,12,1,5,590,6,41,382,11,6730,8.5,24.32124761904762,17.310502478819313,28.390333333333334,9.313333333333334,16.738533333333336,0
Central and South-Eastern Europe and CIS,2,1,19,17370,15,3,3,274,1,2,1166,35,7855,46.9,18.889523809523812,25.849456374208852,25.53909523809524,24.307333333333336,30.707266666666673,0
Developed Economies and EU,3,6,20,36075,18,8,4,406,1,27,85,40,9509,51.8,26.28324761904762,19.331190261883336,22.289380952380952,18.79466666666667,25.885733333333334,0
Asia-Pacific,2,6,9,38391,25,6,3,653,2,2,194,37,6575,8.5,30.867790476190482,23.44304430443044,16.540523809523812,14.902333333333335,17.442933333333333,0
Asia-Pacific,4,9,13,21880,29,10,5,7423,5,13,420,36,7774,8.5,35.31138095238096,10.333504779049335,18.57688571428572,15.093,30.996333333333336,0
Africa,1,3,1,5147,27,10,4,4465,10,14,211,10,4713,13.1,29.50310476190476,14.99029902990299,29.145495238095236,21.77433333333333,38.633066666666664,0
Middle East,4,1,19,9890,31,7,5,1371,7,13,1182,28,8130,46.9,26.787228571428574,16.0996385352821,30.58185714285715,11.030333333333333,15.960000000000003,0
Developed Economies and EU,5,4,18,26372,49,4,1,934,4,34,646,35,9732,51.8,15.143428571428574,28.734330575914736,20.50420952380953,23.952,31.7678,0
Central and South-Eastern Europe and CIS,5,8,21,31775,13,6,2,1560,6,15,257,5,2635,18.0,31.19629523809524,19.613218464703614,28.361761904761913,20.163000000000004,30.12633333333334,0
Middle East,4,10,18,29746,64,2,3,3893,6,57,317,8,778,12.0,34.258695238095235,24.343505779149343,19.162209523809526,15.202333333333337,25.746666666666666,0
Latin America and the Caribbean,5,3,11,32993,12,2,5,9973,6,31,62,3,569,13.1,18.557609523809525,9.436043604360437,39.94650476190477,11.442000000000002,27.842399999999994,1
Middle East,3,1,6,25799,35,9,5,6479,7,47,1163,24,4960,13.1,30.72150476190476,20.084322717986087,34.103495238095235,16.329666666666668,27.873000000000005,0
Middle East,5,9,3,28155,60,3,1,634,2,33,591,12,311,18.0,28.337961904761904,13.534367722486538,29.04304761904762,21.930333333333333,30.4846,0
Central and South-Eastern Europe and CIS,5,7,10,49235,14,2,4,677,10,21,371,40,3117,12.0,35.691066666666664,25.25265383681225,33.21494285714286,9.071333333333333,27.123533333333334,1
Africa,5,1,16,46042,10,4,2,829,6,50,393,26,5933,51.8,23.14070476190476,21.803666080893805,31.697447619047626,12.272333333333336,35.41713333333333,0
Developed Economies and EU,2,4,19,8303,55,1,4,210,1,49,13,21,8041,13.1,21.710561904761903,16.384667038132385,29.85464761904762,18.451,25.082000000000004,0
Developed Economies and EU,5,2,15,9206,66,5,3,1942,9,3,18,31,3260,13.1,26.508685714285722,23.213492777849215,31.680133333333337,9.828333333333335,26.758733333333335,0
Africa,3,8,20,43423,54,6,5,111,3,28,983,38,9239,12.0,27.918533333333333,29.077850642207075,25.5421619047619,14.792666666666667,32.70373333333334,1
Africa,1,7,3,11164,23,8,2,7171,3,18,563,5,4859,13.1,21.50448571428571,10.417513179889418,30.05005714285715,17.784,25.0396,1
Asia-Pacific,5,5,3,13267,15,10,3,1468,10,53,1355,29,5639,8.5,31.808580952380954,23.65875158944466,19.36751428571429,19.498333333333335,27.592866666666666,0
Latin America and the Caribbean,5,9,1,48139,21,1,1,258,7,23,1285,30,1582,46.9,33.88038095238095,24.79150772220079,29.32284761904762,10.568333333333333,24.624333333333333,0
Asia-Pacific,1,10,24,24805,64,6,1,2583,6,48,571,33,4669,13.1,40.04538095238095,18.846241767033845,25.339209523809526,20.170333333333332,19.891533333333335,0
