Location,Hygiene,Micromanagement,Working Hours,Salary,Age,Infrastructure,Food Quality,Incentives,Family Size,Experience,Share Price,Attrition,Contract Workers,Location_Score,Internal_Audit,External_Audit,Fin_Score,Loss_Score,Past_Score,IsUnderRisk
Central and South-Eastern Europe and CIS,3,7,18,31706,66,6,4,4092,4,33,477,6,719,13.1,28.813009523809523,25.64244995928164,21.91226666666667,23.440666666666665,20.062066666666666,1
Developed Economies and EU,3,8,15,17601,62,8,1,223,6,17,855,25,4648,13.1,32.76145714285714,18.095480976669098,32.96293333333333,14.745,25.4904,0
Middle East,4,1,9,37100,42,3,4,944,1,19,1275,30,2590,8.5,38.83882857142857,16.262340519766262,23.6447619047619,9.497333333333334,33.4844,1
Developed Economies and EU,3,3,6,20727,53,5,4,9146,1,47,323,6,5507,12.0,34.2416380952381,16.84961353278185,27.379676190476193,11.069,33.01586666666667,0
Asia-Pacific,2,10,9,17263,49,3,4,280,1,14,275,20,5939,13.1,30.930257142857144,20.223336619376227,25.714476190476194,12.480666666666668,30.712133333333334,0
Africa,1,2,4,25854,14,4,2,4658,7,51,109,6,3175,18.0,27.935961904761903,7.510051005100511,25.83168571428571,18.74066666666667,32.049866666666674,0
Developed Economies and EU,5,1,16,6641,53,9,2,752,2,21,602,22,6328,46.9,30.464638095238094,21.64490734787765,23.071152380952384,9.054666666666666,30.723466666666667,0
Asia-Pacific,5,5,13,19860,42,6,4,532,10,56,1127,16,880,13.1,26.90884761904762,18.453888245967455,25.558761904761905,14.228333333333335,22.612066666666674,0
Developed Economies and EU,3,8,13,33459,18,9,5,5686,5,45,950,38,2070,46.9,24.61442857142857,18.178646436072178,23.767209523809527,21.526,29.854066666666668,0
Developed Economies and EU,4,7,20,27115,50,10,5,530,6,10,1007,18,8842,13.1,31.62361904761905,17.336947980512335,15.11132380952381,22.853333333333335,30.664,0
Developed Economies and EU,1,5,9,1975,16,4,4,2402,7,49,559,30,842,18.0,22.655866666666668,18.664223565213668,38.87981904761905,17.710666666666665,27.442933333333336,0
Central and South-Eastern Europe and CIS,4,3,2,25813,45,3,1,446,1,20,652,5,5593,18.0,26.481771428571427,11.550526481219551,27.876742857142855,20.739,30.62166666666667,1
Africa,3,4,9,18114,37,5,4,3728,2,22,27,8,5752,46.9,24.8363619047619,17.43851528009944,30.390209523809524,17.773666666666664,22.905800000000003,1
Central and South-Eastern Europe and CIS,3,7,23,10993,22,4,4,133,7,22,1101,25,8793,18.0,31.744466666666664,24.997113997113996,25.620304761904766,13.784333333333333,22.732000000000003,0
Asia-Pacific,5,3,17,20983,41,9,4,273,4,20,1326,39,4952,51.8,20.205485714285714,11.658908748017659,30.019590476190476,13.486,29.4962,0
Middle East,5,5,11,45771,42,5,1,8277,8,43,1414,6,8406,8.5,27.08937142857143,25.653893960824654,31.85877142857143,11.240333333333332,21.616200000000003,0
Asia-Pacific,4,2,5,46971,37,3,1,464,7,4,441,15,3084,51.8,31.488133333333334,10.275284671324277,32.909847619047625,19.125000000000004,30.193733333333334,0
Asia-Pacific,1,4,14,9223,69,9,2,5303,10,35,231,28,304,51.8,29.063428571428574,16.532924721043535,28.724419047619048,14.906666666666668,37.1882,0
Latin America and the Caribbean,5,2,24,29068,59,9,1,4918,2,44,714,24,5207,8.5,28.797066666666666,22.45404540454046,18.23064761904762,13.813,29.35646666666667,0
Latin America and the Caribbean,5,3,9,6396,53,3,1,885,2,49,634,37,307,13.1,30.795209523809525,20.34427728487135,22.6404380952381,24.05366666666667,23.370066666666666,1
Africa,4,1,5,29461,61,9,2,561,5,7,1270,26,4711,18.0,22.19034285714286,23.55205520552055,30.27900952380953,11.058,22.996066666666668,1
Asia-Pacific,4,3,15,4261,57,6,2,9402,2,8,960,13,4671,18.0,41.95806666666666,26.22797994085123,12.114457142857145,23.982000000000003,17.4706,0
Africa,2,7,16,37679,58,7,5,180,6,25,519,38,3333,12.0,27.774409523809524,19.55758432986156,18.34317142857143,19.587666666666667,12.769400000000003,0
Asia-Pacific,1,3,5,1515,61,8,2,329,1,51,480,3,7704,8.5,20.55994285714286,22.746760390324745,33.05249523809523,16.14166666666667,26.784600000000005,1
Asia-Pacific,3,4,13,34269,57,1,5,1871,2,17,263,26,4787,51.8,23.7376,12.695755289814697,24.655152380952384,25.001666666666672,23.635800000000003,1
Developed Economies and EU,5,2,20,15855,67,6,1,519,9,41,1453,34,3347,12.0,28.240561904761908,25.832140356892836,25.007885714285717,17.60966666666667,28.609,0
Latin America and the Caribbean,3,3,13,32714,59,2,4,326,9,42,481,30,5646,51.8,26.49112380952381,17.65795150943666,29.860400000000002,17.117,27.093133333333334,0
Asia-Pacific,5,3,10,23191,49,6,3,489,3,32,145,11,9529,51.8,30.942542857142858,13.880773791664879,17.76129523809524,22.176000000000002,29.473,1
Africa,5,3,2,7619,63,10,1,597,3,37,968,27,6910,12.0,27.087828571428567,18.21965053648222,35.90287619047619,13.723333333333333,30.128133333333334,1
Latin America and the Caribbean,2,8,22,3986,43,8,3,832,8,8,469,40,249,18.0,36.07544761904762,21.361050390753363,17.623990476190478,12.989666666666666,29.482133333333334,1
Africa,3,2,18,44993,20,4,4,7993,5,5,398,27,9917,46.9,33.73551428571429,23.666509508093668,28.101790476190473,24.059,44.952400000000004,0
Asia-Pacific,3,3,15,8561,36,6,1,961,2,7,722,26,2226,51.8,28.411885714285717,23.53889674681754,25.4212,19.226333333333333,21.0426,0
Middle East,4,7,14,18949,16,3,1,6159,4,28,1413,16,2276,12.0,34.950857142857146,15.150115011501153,23.810676190476194,17.85666666666667,26.553533333333334,0
Developed Economies and EU,3,9,22,6297,30,3,1,509,3,10,465,27,6372,13.1,9.807171428571431,17.602903147457603,27.840342857142865,20.622666666666667,34.580666666666666,0
Asia-Pacific,3,2,3,24176,30,2,1,139,8,15,629,9,7979,13.1,35.34244761904762,25.26876973411627,33.48704761904762,16.065666666666665,20.830266666666667,0
Central and South-Eastern Europe and CIS,2,2,23,22470,62,6,1,690,4,27,1164,1,1268,46.9,42.05774285714286,20.78750732216079,26.892809523809525,14.777999999999999,27.905066666666674,0
Asia-Pacific,1,9,3,22034,39,7,2,5969,9,16,491,14,4575,46.9,29.611990476190474,10.928621433571928,26.038095238095238,15.281666666666668,27.5798,0
Developed Economies and EU,2,10,11,46052,51,6,2,2229,10,10,734,28,7321,18.0,17.07104761904762,15.297029702970299,25.8018380952381,10.726333333333333,29.99366666666667,0
Latin America and the Caribbean,4,4,13,47883,58,3,3,225,2,60,374,26,5609,8.5,24.279047619047624,11.603903247467604,23.63099047619048,14.586000000000002,25.629533333333338,0
Asia-Pacific,5,3,15,38892,58,3,1,9120,9,59,1452,38,5705,51.8,19.359676190476193,15.56931407426457,23.71472380952381,17.789333333333335,26.450133333333337,0
Middle East,5,5,1,47046,69,1,4,690,6,13,395,16,2615,13.1,31.266123809523812,22.65506550655066,17.503685714285712,12.081999999999999,21.102066666666666,1
Central and South-Eastern Europe and CIS,1,7,2,42430,36,4,2,463,6,25,521,37,6033,12.0,32.667838095238096,16.585744288714587,21.221209523809527,19.910333333333334,31.93746666666667,0
Asia-Pacific,1,10,19,11380,28,10,5,604,8,50,508,1,479,12.0,29.504466666666673,14.926464074978925,18.964838095238097,21.807333333333332,30.881800000000005,0
Developed Economies and EU,3,3,24,32273,66,6,5,604,1,41,1328,27,5663,8.5,22.677514285714288,25.982669695540988,21.07234285714286,26.616999999999997,32.267466666666664,0
Developed Economies and EU,2,10,24,47373,70,2,5,823,3,35,790,32,9711,13.1,27.403780952380952,22.32811852613833,32.09574285714286,22.027,21.141133333333336,0
Asia-Pacific,2,8,14,44547,45,10,1,765,2,52,882,21,1824,12.0,39.60032380952381,24.110925378252112,13.342714285714285,13.078333333333333,35.997866666666674,0
Asia-Pacific,4,2,6,42199,70,6,4,3348,2,22,187,12,5936,18.0,24.88560952380952,22.61590444758762,31.56324761904762,11.059666666666669,31.82706666666667,0
Africa,4,5,23,43997,17,2,5,886,9,12,509,38,7036,51.8,23.780466666666662,18.571528581429575,27.49495238095238,21.84333333333333,22.659666666666666,0
Asia-Pacific,5,3,23,15176,51,4,2,3951,7,57,635,29,2115,46.9,31.05295238095238,14.446687525895449,31.875152380952382,11.565666666666669,31.570600000000006,0
Developed Economies and EU,3,9,7,22364,53,1,3,978,3,37,1016,15,2076,18.0,20.59578095238095,22.074393153601076,29.95429523809524,5.485,25.531600000000005,0
Asia-Pacific,3,1,4,11787,20,3,5,222,4,17,610,22,4432,12.0,28.323952380952385,13.27187004414727,21.479200000000002,16.595000000000002,20.746733333333335,1
Developed Economies and EU,5,10,12,19211,64,3,2,6559,4,44,1368,1,9909,13.1,27.450523809523812,17.268555426971268,24.4198380952381,21.205333333333336,32.78693333333334,0
Central and South-Eastern Europe and CIS,1,4,20,5685,26,7,1,9654,6,4,136,28,5491,13.1,23.09727619047619,21.481205263383483,34.25609523809524,15.732000000000001,32.86273333333334,0
Developed Economies and EU,1,3,6,11395,51,7,3,2091,6,29,229,14,5458,51.8,27.679419047619053,14.739916848827741,25.04231428571429,12.447666666666667,35.7732,1
Africa,1,7,3,44986,26,10,5,865,7,32,5,22,4008,13.1,34.68162857142858,16.53952538110954,35.38530476190476,11.676333333333332,13.666933333333334,0
Latin America and the Caribbean,1,4,23,11294,68,3,5,764,5,24,736,13,8070,8.5,16.440933333333334,18.087351592302088,31.63566666666667,12.795000000000002,26.117066666666666,0
Central and South-Eastern Europe and CIS,1,7,16,22038,48,10,2,8196,2,55,1378,16,9353,46.9,30.074771428571427,16.79205063363479,28.099628571428575,18.163,21.472666666666665,0
Africa,3,2,8,48936,38,10,4,9761,3,25,555,24,6324,8.5,27.834361904761913,18.44088694583744,30.63565714285714,21.909,36.22186666666667,0
Central and South-Eastern Europe and CIS,3,9,22,15601,40,9,4,7322,1,12,488,35,8744,46.9,27.436085714285717,14.21236409355221,23.67741904761904,20.425,21.956866666666667,0
Developed Economies and EU,5,1,22,4905,29,1,5,371,8,11,251,21,1587,46.9,28.80706666666667,13.747646193190748,30.857723809523808,15.597,35.21233333333333,0
Asia-Pacific,4,8,9,39184,37,7,3,529,4,47,966,35,6379,18.0,42.33410476190477,19.685111368279685,22.927161904761906,20.391333333333336,26.047666666666668,0
Latin America and the Caribbean,3,10,24,13627,18,6,5,653,6,25,505,34,4528,18.0,26.757295238095242,16.05647707627906,20.91326666666667,3.6476666666666664,18.786400000000004,0
Asia-Pacific,2,7,2,38119,52,9,3,964,1,13,1188,36,8477,51.8,40.544085714285714,37.37840926949838,23.98498095238095,19.09,30.879,1
Latin America and the Caribbean,4,1,21,16950,10,5,2,3281,1,21,940,7,3973,12.0,19.774676190476193,14.570814224279571,27.849857142857143,14.723333333333333,26.649933333333337,0
Asia-Pacific,4,2,6,48920,31,6,4,8387,4,46,1003,38,7948,46.9,20.312228571428573,18.539896846827542,20.46561904761905,17.56833333333333,30.195400000000006,0
Latin America and the Caribbean,3,8,9,33813,35,2,4,848,7,46,941,17,236,51.8,28.98989523809523,19.275498978469276,22.783571428571427,18.57466666666667,30.796400000000006,0
Latin America and the Caribbean,1,7,7,29615,68,6,4,967,6,27,861,3,1030,46.9,22.917609523809524,7.15848727729916,28.404047619047617,19.69766666666667,37.28373333333334,0
Central and South-Eastern Europe and CIS,1,5,12,27067,26,7,5,6616,8,43,584,38,362,12.0,19.407419047619044,28.595973883102598,34.309247619047625,21.234,17.964533333333332,1
Africa,3,9,10,43000,12,4,3,9647,8,22,558,27,7458,13.1,28.73141904761905,19.738445273098737,24.093009523809524,21.660666666666668,19.105400000000003,0
Central and South-Eastern Europe and CIS,3,10,2,9651,49,7,5,6424,9,29,27,37,8598,51.8,30.783609523809524,22.956781392424954,25.280133333333332,11.527666666666669,28.572800000000004,1
Latin America and the Caribbean,5,10,4,4249,44,8,3,286,4,27,650,8,6896,13.1,18.977609523809523,19.813767090994816,25.202390476190477,10.479000000000001,31.324466666666666,1
Latin America and the Caribbean,5,2,9,7762,25,4,3,8495,10,28,517,8,1572,13.1,38.4536380952381,25.831926049747832,21.35300952380953,10.282,25.591866666666668,0
Central and South-Eastern Europe and CIS,3,1,11,27663,38,7,3,1477,2,30,439,18,2424,8.5,27.924533333333336,18.940094009400944,22.8052380952381,10.038666666666668,29.317733333333333,0
Developed Economies and EU,2,4,8,25137,19,4,5,579,9,59,847,9,3677,8.5,18.831838095238098,15.070635634992072,35.29052380952381,21.620666666666665,34.009533333333344,0
Middle East,5,4,4,2352,27,8,5,870,9,38,162,15,3867,13.1,23.13609523809524,15.700384324146702,31.241685714285715,22.213333333333335,31.21606666666667,0
Middle East,4,10,19,19520,63,8,5,4453,6,9,245,11,6738,8.5,31.315104761904767,12.533896246767535,17.377047619047623,13.040666666666667,35.702533333333335,0
Developed Economies and EU,1,4,19,36676,53,5,1,411,7,20,1106,8,5071,13.1,18.59234285714286,16.352335233523355,24.523409523809526,17.304,20.204466666666665,0
Developed Economies and EU,2,1,13,29174,64,2,4,947,1,56,865,21,5747,13.1,30.569866666666666,21.417041704170416,26.145076190476185,20.15066666666667,28.709266666666664,0
Latin America and the Caribbean,1,4,24,6543,53,10,4,849,3,5,1124,39,2599,13.1,24.637304761904765,16.354192562113358,31.688019047619047,9.451666666666668,20.08533333333333,0
Central and South-Eastern Europe and CIS,5,2,5,9149,12,6,3,9744,5,57,650,34,5175,46.9,22.74569523809524,14.581743888674584,36.30908571428572,5.094,30.948533333333334,0
Central and South-Eastern Europe and CIS,2,7,14,13379,47,3,2,171,10,1,909,35,9810,8.5,22.37810476190476,27.585544268712585,19.67726666666667,16.431666666666665,25.6828,0
Middle East,3,1,15,22782,61,5,3,389,5,34,703,31,5496,18.0,28.323257142857145,27.700070007000697,18.470038095238095,11.517666666666667,25.226866666666663,0
Central and South-Eastern Europe and CIS,4,2,19,11373,12,9,3,396,1,28,1070,38,2796,46.9,29.78056190476191,27.041875616133044,39.99015238095239,20.666333333333334,28.8024,0
Africa,1,3,24,12014,15,6,2,583,1,55,1055,37,2698,12.0,29.806209523809528,17.000100010001002,37.311457142857144,22.964666666666666,28.119266666666665,1
Latin America and the Caribbean,5,7,12,18478,15,8,4,3126,8,6,1298,15,8758,18.0,34.512885714285716,25.25249667823925,29.015780952380954,21.91166666666667,32.21620000000001,0
Developed Economies and EU,3,7,23,45405,62,10,5,897,8,49,1296,8,2287,12.0,24.493123809523812,8.916305916305918,33.999571428571436,17.822666666666667,12.591533333333334,0
Middle East,2,7,3,6679,20,1,4,5185,1,44,357,7,8484,46.9,25.647085714285712,31.901961624733904,25.295047619047615,13.637333333333332,33.884600000000006,0
Middle East,5,10,20,49459,49,8,1,383,6,45,622,37,8323,46.9,36.91645714285715,12.336976554798335,26.9508,12.587666666666667,18.971,0
Developed Economies and EU,1,9,5,37569,12,10,2,7098,6,14,845,2,6794,51.8,34.31960000000001,16.519894846627523,27.67709523809524,15.734333333333334,11.023133333333334,0
Latin America and the Caribbean,5,9,4,17590,22,10,2,6193,4,58,61,38,192,46.9,26.76565714285714,17.641907047847642,18.23594285714286,10.40766666666667,31.529600000000002,0
Asia-Pacific,1,3,19,12345,56,9,1,811,6,23,908,32,356,12.0,24.16682857142857,16.66779535096367,17.1592,11.197333333333333,18.072200000000002,0
Middle East,2,5,10,39907,66,3,2,661,10,51,1191,11,8383,46.9,24.918676190476198,26.35850727929936,22.954095238095242,16.536666666666665,22.390600000000006,0
Developed Economies and EU,3,8,9,28536,39,5,2,3775,2,7,73,19,276,18.0,19.263028571428574,16.687597331161687,24.485228571428575,22.445333333333338,23.0452,0
Middle East,4,3,12,24025,32,4,1,466,6,38,778,30,6374,8.5,33.46928571428571,19.373851670881372,29.291409523809524,12.996333333333334,23.232666666666667,0
Latin America and the Caribbean,3,7,3,19721,23,4,1,7891,7,26,279,19,5227,13.1,35.48980952380953,18.606074893203605,23.61952380952381,8.449000000000002,23.220533333333336,0
Developed Economies and EU,5,7,1,7224,60,5,1,512,8,13,746,28,4038,51.8,27.923619047619052,16.918248967753918,21.646209523809524,9.825333333333335,33.86873333333333,0
Latin America and the Caribbean,3,6,9,267,66,7,1,4612,10,2,214,20,2594,46.9,37.500638095238095,26.98822739416799,15.872952380952382,19.407333333333334,21.23413333333334,0
Africa,2,8,5,9888,50,3,4,974,2,1,277,4,355,8.5,18.85315238095238,32.517480319460525,32.29224761904763,27.91366666666667,14.191866666666666,0
Developed Economies and EU,5,1,23,42462,36,5,4,412,6,58,723,21,3103,51.8,22.574152380952384,19.367565327961366,24.88841904761905,24.610333333333333,30.817933333333336,1
Latin America and the Caribbean,2,9,7,1297,10,2,2,474,6,12,831,32,2534,51.8,28.332180952380952,26.744860200305748,24.30530476190476,4.769666666666667,38.74246666666667,0
Latin America and the Caribbean,3,8,24,44958,20,3,1,855,1,43,1075,40,2018,13.1,23.881285714285713,20.966525223950967,18.831228571428575,16.45,34.782466666666664,0
Central and South-Eastern Europe and CIS,4,4,13,10408,52,5,5,9206,2,22,391,12,5725,13.1,25.2228380952381,18.13901390139014,22.205447619047625,13.350000000000001,27.2858,0
Africa,4,6,19,9889,30,8,4,3642,1,27,1447,22,6627,13.1,19.90846666666667,28.058948752018058,27.313657142857146,14.01666666666667,28.68586666666667,0
Asia-Pacific,5,2,11,41891,44,8,1,209,7,44,504,34,95,13.1,17.553638095238096,26.493863672081496,21.216895238095237,15.037,26.724733333333333,0
Asia-Pacific,2,10,9,19094,11,2,1,22,5,23,712,38,7129,12.0,26.207457142857145,18.388724586744388,16.493761904761904,16.607666666666667,14.316466666666669,0
Africa,3,7,18,3046,24,8,5,6376,1,2,207,37,8162,51.8,34.89141904761905,16.43551498006944,21.957247619047617,7.042333333333333,20.501800000000003,0
Central and South-Eastern Europe and CIS,2,9,12,14443,15,8,5,832,5,15,707,35,625,12.0,18.687466666666666,10.679753689654682,22.64646666666667,16.125999999999998,30.786533333333345,0
Latin America and the Caribbean,5,2,3,2091,17,1,2,5430,7,9,1205,23,3097,51.8,32.00541904761905,17.621219264783623,13.709190476190477,17.214333333333336,35.05586666666667,0
Central and South-Eastern Europe and CIS,3,7,9,35208,61,5,5,149,10,56,815,33,7105,18.0,18.48955238095238,23.162501964482164,20.8196,21.401666666666667,24.82293333333333,0
Middle East,4,5,10,487,38,2,3,1045,1,5,193,38,4274,13.1,24.55026666666667,12.91161973340191,30.420723809523807,14.259,25.375466666666668,0
Asia-Pacific,5,2,6,1161,40,6,2,5349,4,54,473,33,6531,18.0,17.252590476190477,28.981998199819987,21.055828571428574,12.964,19.572066666666668,0
Middle East,1,10,7,14275,67,8,5,724,6,55,899,23,5167,8.5,24.4958380952381,14.412884145557413,25.64095238095238,13.95566666666667,29.565066666666667,1
Central and South-Eastern Europe and CIS,2,6,6,44966,69,4,1,9873,2,41,302,20,9458,51.8,37.273476190476195,19.793850813652792,26.087885714285715,12.500666666666667,26.202266666666667,0
Asia-Pacific,3,9,3,26825,28,3,4,235,5,5,1009,10,4372,12.0,34.42577142857143,15.252653836812256,24.534790476190476,17.818333333333335,20.1966,0
Latin America and the Caribbean,5,7,21,21505,66,7,2,701,3,53,728,26,2252,18.0,23.29955238095238,22.275999028474278,22.338895238095237,9.514666666666669,31.588400000000007,0
Africa,4,8,20,9741,65,3,4,725,5,2,1384,22,334,8.5,29.02239047619048,19.571214264283572,33.4272,5.050333333333334,23.153333333333332,0
Middle East,2,10,4,40747,41,9,3,495,7,38,406,39,3140,18.0,22.63397142857143,17.63906390639064,20.356133333333336,25.410666666666664,26.044466666666665,1
Central and South-Eastern Europe and CIS,2,1,8,36000,26,4,5,9908,3,43,1379,18,9904,12.0,25.930238095238096,26.652379523666653,32.86658095238095,15.451333333333334,20.00273333333333,0
Developed Economies and EU,4,6,10,31570,65,4,2,940,1,22,986,11,6196,51.8,30.445285714285713,17.843455774148843,23.129047619047622,11.528333333333334,31.961333333333336,0
Central and South-Eastern Europe and CIS,3,3,18,41952,66,2,2,701,1,57,420,31,3115,18.0,20.104752380952384,17.658908748017662,14.584933333333336,12.270333333333335,24.14120000000001,0
Africa,5,9,7,42540,14,7,4,247,9,34,659,19,2100,46.9,25.56588571428572,12.83861243267184,13.052390476190476,17.08366666666667,23.155866666666665,0
Africa,1,8,12,15693,20,8,3,473,1,33,1467,4,5328,51.8,30.70370476190476,23.989784692754988,29.78924761904762,19.117,28.5304,0
Middle East,4,5,15,33323,59,9,4,420,7,31,1034,1,1510,12.0,28.750161904761907,19.558370122726558,24.965971428571432,11.939666666666666,27.20946666666667,0
Developed Economies and EU,4,4,5,27513,38,5,2,502,7,3,1469,20,9421,12.0,35.91689523809524,21.6974411726887,26.368047619047623,15.600000000000003,26.486000000000004,1
Latin America and the Caribbean,5,10,9,32388,67,1,2,226,8,4,272,22,3475,46.9,38.731142857142856,19.17580329461518,29.028676190476194,23.489,35.14840000000001,0
Asia-Pacific,3,6,14,35672,20,8,4,6050,1,22,1315,17,6146,13.1,32.842580952380956,22.509679539382514,23.847228571428573,21.28166666666667,26.5884,1
Middle East,5,2,9,27939,21,10,5,1208,3,29,120,8,7510,8.5,21.54248571428571,31.13465632277514,30.950733333333336,18.205333333333336,22.161533333333335,0
Latin America and the Caribbean,1,1,5,42251,68,6,5,5651,9,54,1296,31,3398,12.0,21.685066666666668,17.673381623876676,26.475895238095237,15.820666666666666,23.8788,0
Africa,3,8,7,16528,25,7,3,571,2,37,764,7,2860,8.5,27.773961904761908,13.65655136942266,28.226657142857142,15.309333333333337,29.903000000000006,0
Africa,3,5,7,21540,10,5,3,166,7,47,232,39,1374,8.5,33.30735238095239,6.241495578129241,17.734161904761905,8.337,25.118933333333338,1
Latin America and the Caribbean,4,7,18,49529,34,5,5,7505,1,20,493,39,8713,18.0,20.024685714285717,13.246181761033245,34.607895238095246,9.318333333333333,24.45273333333333,1
Developed Economies and EU,2,4,6,32577,30,1,3,142,7,36,766,10,7929,18.0,29.037704761904763,13.757918649007758,25.13392380952381,12.016,22.586066666666667,0
Asia-Pacific,3,6,10,45001,28,1,2,539,7,4,847,3,5141,46.9,26.001085714285715,15.578743588644581,27.953028571428572,8.635666666666667,24.707800000000002,1
Central and South-Eastern Europe and CIS,4,9,12,1712,59,8,4,498,6,42,1386,40,40,12.0,29.19737142857143,13.933936250767937,32.20877142857143,5.325,25.14753333333334,0
Africa,4,7,20,27593,26,8,1,981,2,12,432,11,7688,8.5,25.163447619047624,28.07702198791308,20.835838095238092,9.894000000000002,14.987199999999998,1
Middle East,3,4,13,20485,18,6,4,2933,1,48,164,12,7660,13.1,30.49877142857143,21.798922749417805,21.88057142857143,15.397000000000002,26.234066666666667,0
Asia-Pacific,5,10,22,26318,37,8,5,1192,1,47,239,28,8568,8.5,22.805019047619048,12.979469375508979,25.186504761904764,16.039666666666665,22.190666666666665,1
Central and South-Eastern Europe and CIS,2,8,21,43307,15,1,5,3148,3,56,762,10,8715,18.0,26.705590476190473,11.280656637092282,28.25000952380952,11.583666666666666,25.200666666666667,0
Developed Economies and EU,4,5,10,6256,49,2,2,6319,5,2,3,22,8145,51.8,31.872571428571433,29.292314945780294,32.410361904761906,17.252333333333336,32.6668,0
Central and South-Eastern Europe and CIS,2,2,24,2813,14,4,4,3427,3,60,1425,39,9163,51.8,33.04640952380952,22.66702384524167,16.30679047619048,21.805000000000003,26.943,0
Asia-Pacific,4,7,20,2782,67,1,1,4967,8,56,330,37,4006,8.5,30.206590476190478,20.701227265583704,26.135419047619052,12.442666666666668,28.959666666666667,0
Asia-Pacific,1,8,6,47089,29,3,2,8394,9,54,1090,35,5884,8.5,21.463600000000003,25.560056005600558,11.712009523809524,16.968666666666667,13.713600000000001,1
Central and South-Eastern Europe and CIS,3,5,11,26396,20,4,2,357,2,15,1154,1,500,18.0,32.93275238095239,22.733373337333738,29.886142857142854,7.589000000000001,26.157733333333333,1
Africa,4,4,15,4332,19,2,5,3597,7,15,1372,26,9067,8.5,21.74626666666667,16.822239366793823,36.52674285714286,24.16766666666667,24.562133333333335,0
Asia-Pacific,4,5,13,47317,37,1,5,363,3,44,1460,20,5922,12.0,32.45493333333334,19.68975468975469,18.65551428571429,17.46966666666667,37.9346,0
Middle East,2,2,15,24638,48,2,4,2508,1,55,1101,4,3981,18.0,31.62447619047619,16.64772191504865,39.026066666666665,10.285333333333334,38.28906666666667,0
Developed Economies and EU,2,7,3,40198,63,10,4,2900,7,5,759,37,5036,12.0,25.983171428571428,17.68468275398969,14.216857142857142,11.477000000000002,33.9284,0
Central and South-Eastern Europe and CIS,1,10,12,43853,32,1,5,906,1,26,459,40,740,13.1,31.81095238095238,16.743445773148743,29.68832380952381,20.435333333333336,28.84653333333333,1
Latin America and the Caribbean,4,3,17,10121,34,2,4,9520,4,17,923,1,3990,8.5,28.68424761904762,21.263026302630262,26.698314285714293,11.361666666666666,26.30493333333334,0
Developed Economies and EU,4,3,17,34702,25,7,2,173,5,38,201,17,1520,8.5,14.520685714285717,17.504207563613505,29.677666666666664,14.949333333333334,27.485466666666667,0
Asia-Pacific,2,5,6,2992,16,4,1,8496,7,12,127,13,4451,8.5,31.423104761904767,16.34223422342234,28.105304761904765,17.026666666666667,32.36313333333334,0
Developed Economies and EU,1,2,5,39697,18,9,3,166,10,3,1106,15,5751,46.9,22.497333333333337,13.220807795065223,20.817828571428574,14.092000000000002,20.180133333333334,1
Central and South-Eastern Europe and CIS,2,7,3,21276,46,9,1,695,5,19,1073,29,9549,51.8,18.843133333333338,12.663594930921661,29.280190476190477,8.457333333333333,33.9844,0
Africa,3,7,23,25978,63,5,1,956,6,32,391,28,8009,18.0,29.707723809523813,10.932507536467934,11.5498,14.518,26.705466666666666,0
Latin America and the Caribbean,2,2,20,15584,69,4,5,579,1,10,533,9,7085,13.1,30.081057142857144,17.464232137499465,25.836952380952383,27.453,16.2754,0
Central and South-Eastern Europe and CIS,4,1,1,48528,25,5,4,6952,7,23,904,27,8569,12.0,26.75722857142857,15.879616533081881,30.417257142857146,21.551333333333336,19.9048,0
Latin America and the Caribbean,2,5,6,36986,14,3,2,9905,10,9,544,8,3194,46.9,34.821942857142865,21.379352220936383,24.399628571428572,11.769666666666668,28.46493333333333,0
Latin America and the Caribbean,4,9,14,48174,44,4,2,5432,9,22,1028,30,3047,8.5,27.759104761904762,29.68871172831569,25.916152380952383,13.874333333333333,35.629333333333335,1
Asia-Pacific,4,1,22,34212,46,6,3,9865,10,29,666,2,7517,8.5,15.241257142857146,18.58705870587059,29.087714285714288,25.656333333333336,30.234000000000005,0
Asia-Pacific,5,4,11,21496,36,7,2,745,1,16,1335,22,78,8.5,25.82793333333333,25.927978512136928,16.45709523809524,14.009333333333332,33.09173333333334,0
Developed Economies and EU,4,7,24,40173,34,10,1,5646,8,42,1224,28,2842,51.8,30.45873333333334,15.382552540968383,23.40788571428571,9.557333333333334,25.0286,0
Latin America and the Caribbean,2,8,2,26495,60,3,5,3533,10,19,867,8,9517,13.1,28.770742857142867,12.959710256739962,26.10828571428571,18.114,26.807599999999997,0
Latin America and the Caribbean,1,1,12,17620,11,6,3,3241,10,48,658,13,9604,46.9,31.376676190476193,31.495006643521496,33.345476190476184,16.968666666666664,23.481133333333332,0
Africa,1,7,24,20269,28,9,1,1660,9,10,1249,7,4730,13.1,25.741590476190474,17.411298272684412,28.448828571428574,12.493333333333334,20.1416,0
Africa,1,3,2,40329,38,3,3,151,1,25,1107,34,2162,18.0,26.44852380952381,13.436886545797439,36.07065714285714,18.130000000000003,18.1046,0
Central and South-Eastern Europe and CIS,3,10,14,7188,69,2,4,407,3,24,253,19,6791,51.8,25.282104761904765,13.96093895103796,29.852209523809524,17.742333333333335,31.291733333333333,0
Middle East,2,6,7,28349,65,1,3,7345,9,7,1054,21,2754,18.0,28.922142857142852,22.412526966982412,22.365990476190476,16.967000000000002,18.627666666666666,1
