Location,Hygiene,Micromanagement,Working Hours,Salary,Age,Infrastructure,Food Quality,Incentives,Family Size,Experience,Share Price,Attrition,Contract Workers,Location_Score,Internal_Audit,External_Audit,Fin_Score,Loss_Score,Past_Score,IsUnderRisk
Africa,1,6,11,38666,67,1,2,699,3,59,570,15,9204,12.0,25.942761904761902,20.642592830711642,27.372980952380953,15.159666666666668,30.9404,0
Asia-Pacific,3,9,8,35715,18,4,5,565,8,55,576,1,2284,13.1,32.857352380952385,14.823453773948822,28.921352380952385,15.212333333333333,35.876066666666674,0
Latin America and the Caribbean,5,4,1,37353,49,6,3,151,6,18,938,12,4030,51.8,26.657799999999998,15.596288200248598,21.77362857142857,10.85566666666667,28.99606666666667,0
Africa,3,10,21,12014,25,3,1,1651,10,24,235,22,4645,13.1,20.148980952380953,23.968468275398973,30.526000000000003,10.790666666666667,16.08766666666667,1
Asia-Pacific,4,6,18,2260,41,7,3,8201,4,27,1082,38,7185,13.1,22.53369523809524,15.918977612046922,21.66055238095238,13.421000000000003,22.363933333333335,0
Asia-Pacific,4,2,15,12400,56,7,4,632,1,41,1486,40,9713,8.5,13.921000000000003,30.180075150372183,31.222076190476187,13.780000000000001,20.966266666666666,1
Africa,4,9,24,44884,10,5,3,7076,2,30,781,24,2571,51.8,22.429457142857146,24.275013215607274,26.91649523809524,9.521666666666667,23.961399999999998,0
Developed Economies and EU,5,2,13,27113,18,6,5,945,3,33,1423,2,5676,18.0,22.515504761904765,21.12016915977312,27.323000000000004,12.058,28.946200000000005,0
Africa,2,3,10,31289,67,2,4,584,4,44,504,1,1582,12.0,25.052704761904764,20.76699098481277,28.25450476190476,16.142,25.314866666666667,0
Middle East,3,10,8,3685,22,9,1,3651,1,41,584,1,8847,51.8,32.91957142857142,8.779449373508779,19.740180952380953,15.760000000000002,14.307400000000001,0
Africa,3,3,9,29500,18,4,1,491,7,59,1365,6,5286,8.5,28.812066666666663,23.925092509250923,23.366390476190478,22.76633333333334,32.41526666666667,0
Developed Economies and EU,5,6,16,43821,67,9,1,4431,8,1,18,34,9865,46.9,24.794542857142858,23.304687611618302,31.596600000000002,13.667333333333337,29.9862,0
Asia-Pacific,5,4,10,6987,42,1,3,6784,1,34,356,28,3715,18.0,27.847057142857146,23.053962539111055,34.91767619047619,6.4736666666666665,22.476800000000004,0
Developed Economies and EU,3,8,20,32470,26,1,3,513,7,33,169,30,2756,51.8,21.548533333333335,19.651407997942652,35.04284761904762,16.491666666666667,38.607933333333335,0
Africa,4,10,22,18274,65,6,5,7934,8,14,500,30,6628,51.8,17.507685714285714,15.111639735402113,23.137914285714288,11.147333333333334,26.939733333333336,0
Middle East,1,2,16,4303,64,6,5,839,10,59,1175,3,4876,8.5,20.072390476190478,22.798079807980802,18.755038095238096,8.755,25.543,0
Developed Economies and EU,5,1,12,16336,19,9,2,3587,6,57,1471,10,9134,8.5,31.76148571428572,24.300101438715302,19.422866666666668,14.257333333333335,30.671933333333335,0
Latin America and the Caribbean,4,6,13,39345,69,9,2,1494,10,15,630,23,3780,13.1,32.832590476190475,15.55989884702756,28.850733333333334,10.941666666666668,19.121466666666667,0
Latin America and the Caribbean,5,1,21,9108,38,4,2,675,9,33,1141,27,5764,12.0,21.820838095238095,29.379266498078376,26.751885714285716,7.763000000000001,31.14913333333334,0
Middle East,3,7,20,10451,36,2,5,693,4,28,83,38,7050,46.9,28.659523809523808,29.739902561684744,21.920457142857146,11.403666666666666,15.9144,0
Africa,4,10,1,6619,19,6,5,248,7,26,1383,30,7877,12.0,22.747133333333334,27.007014987213,34.22126666666667,11.602,33.12166666666666,1
Asia-Pacific,1,2,9,34579,60,10,4,9886,9,16,1463,31,8816,12.0,27.514152380952382,14.43814381438144,24.68254285714286,15.913333333333334,23.974200000000003,0
Developed Economies and EU,3,2,7,3018,63,7,2,7457,3,50,536,29,8220,51.8,32.320504761904765,18.044947351878047,33.15197142857143,9.093333333333334,20.6542,0
Middle East,5,2,17,44616,41,4,5,4928,7,48,838,18,8328,8.5,32.624676190476194,30.48842027059849,21.358333333333334,18.034666666666666,28.44573333333333,0
Latin America and the Caribbean,4,1,11,5920,52,1,4,404,5,17,1252,26,8427,8.5,18.854980952380952,23.089480376609092,31.317723809523816,16.231000000000005,20.513666666666666,0
Central and South-Eastern Europe and CIS,3,7,6,34150,39,6,4,333,5,3,626,29,2749,18.0,25.36587619047619,19.350035003500352,38.599133333333334,12.815333333333335,31.610000000000007,0
Developed Economies and EU,2,7,18,37272,20,4,1,738,2,17,1026,5,2367,12.0,27.786238095238097,17.55461260411756,22.259257142857145,22.087,27.948733333333337,0
Developed Economies and EU,4,1,1,26501,56,2,2,3290,5,7,1032,29,4475,12.0,21.039628571428572,18.324346720386327,31.758619047619053,13.933000000000002,20.1768,0
Asia-Pacific,1,8,22,33801,43,4,5,277,2,34,754,39,2189,13.1,33.96041904761905,33.65145085937165,28.372152380952382,23.08866666666667,21.583333333333332,1
Asia-Pacific,1,5,3,22813,63,3,4,9331,2,3,1264,31,3872,18.0,25.926019047619047,17.712228365693715,32.960771428571434,17.520000000000003,34.635533333333335,0
Developed Economies and EU,4,10,18,31018,46,3,4,9032,8,8,833,32,7186,46.9,22.3683619047619,29.277670624205278,23.561419047619047,14.181333333333331,31.113000000000003,1
Asia-Pacific,5,4,12,12473,67,10,1,883,1,44,464,35,7956,13.1,28.185247619047626,20.413512779849416,32.779914285714284,11.893,27.08426666666667,0
Developed Economies and EU,4,3,23,27096,69,8,4,1493,4,23,31,7,43,13.1,40.35904761904762,21.54905490549055,42.39571428571429,23.056333333333335,31.9264,0
Developed Economies and EU,4,10,19,35768,33,10,4,182,7,53,77,20,2055,51.8,33.59562857142857,17.836440786935835,18.535466666666668,22.395,20.200400000000005,0
Central and South-Eastern Europe and CIS,5,6,16,1937,11,6,1,4310,9,9,1361,3,2462,51.8,23.2478,12.3000300030003,33.71801904761905,23.915333333333333,28.677799999999998,0
Developed Economies and EU,1,9,10,13333,33,9,5,4367,4,35,396,28,7234,51.8,20.95558095238096,23.550340748360554,30.940885714285717,14.287666666666668,25.407733333333333,0
Developed Economies and EU,5,9,2,17562,48,7,4,473,9,32,728,31,4089,8.5,30.436466666666668,19.273013015587274,18.296828571428573,17.091,26.354866666666666,0
Middle East,4,8,12,33748,26,9,2,768,6,40,956,40,9092,18.0,29.014866666666673,27.91190547626191,26.78020952380953,12.362333333333334,34.290333333333336,0
Developed Economies and EU,4,8,1,40515,27,10,2,4815,8,1,60,36,4908,51.8,20.73301904761905,11.74791764890775,24.572647619047626,18.103333333333335,36.5264,1
Developed Economies and EU,2,4,21,17330,17,9,5,666,1,21,1085,28,3542,46.9,31.30707619047619,10.638063806380638,28.57900952380953,20.79,29.289733333333334,0
Developed Economies and EU,5,9,24,44771,47,1,2,9260,6,28,154,34,8507,13.1,22.84652380952381,21.265369394082267,33.72409523809524,15.498000000000001,33.69853333333334,1
Latin America and the Caribbean,1,5,21,35623,70,10,2,8867,6,40,1388,30,2960,18.0,18.697352380952385,16.45914591459146,26.439733333333333,16.54,26.984266666666667,1
Asia-Pacific,4,9,2,42641,20,6,1,375,10,59,1143,17,7308,13.1,42.21284761904762,21.33089023188033,25.569790476190473,18.704333333333334,23.3404,0
Developed Economies and EU,5,7,14,32028,39,4,1,5314,6,60,705,17,9200,13.1,26.472266666666666,15.195176660523197,22.984361904761908,23.593666666666664,27.495599999999996,0
Asia-Pacific,2,8,8,45917,37,1,4,382,10,10,341,16,2436,51.8,19.124009523809523,17.34803480348035,25.76912380952381,4.0489999999999995,29.907199999999996,0
Middle East,4,2,1,29641,16,10,4,1886,2,11,769,23,8688,8.5,24.78295238095238,18.075636135042078,35.61674285714286,26.714666666666666,31.4542,0
Developed Economies and EU,1,7,24,35868,19,1,4,507,4,9,1053,32,7267,13.1,24.938504761904767,15.705899161344705,23.59509523809524,18.429333333333332,11.692466666666668,0
Latin America and the Caribbean,5,6,23,36541,38,10,5,3093,2,43,1354,26,2201,46.9,20.746723809523814,25.46957552898147,29.16905714285714,17.149666666666665,21.047200000000004,0
Developed Economies and EU,3,1,21,28654,49,3,2,531,9,2,476,35,2362,18.0,25.421276190476195,22.57645764576458,16.90354285714286,12.63466666666667,22.906133333333333,0
Developed Economies and EU,1,7,21,35946,60,1,3,1759,3,44,1261,25,1943,12.0,27.52041904761905,15.918620433471919,36.53765714285714,22.382,38.37826666666667,0
Latin America and the Caribbean,1,8,23,11447,17,10,5,7993,8,28,862,22,3128,51.8,27.407438095238096,5.740231165973741,34.659504761904756,15.398333333333337,23.955933333333334,0
Middle East,3,1,6,11966,49,5,1,4268,10,19,234,5,7474,12.0,21.1828380952381,20.090480476619092,36.57192380952381,10.396,35.09933333333334,0
Asia-Pacific,3,8,2,32983,67,3,2,1742,2,43,1057,29,768,51.8,27.7448,24.029788693155034,15.234466666666668,12.956000000000001,21.7624,0
Asia-Pacific,1,10,17,23987,55,3,3,2207,8,52,212,30,2692,12.0,28.074314285714287,17.03647507607904,36.96096190476191,18.169333333333338,26.894666666666673,0
Asia-Pacific,5,7,3,21127,16,10,4,558,6,14,347,18,7498,12.0,27.934552380952383,22.823582358235825,25.716238095238097,11.71866666666667,28.619133333333334,0
Central and South-Eastern Europe and CIS,2,5,3,45657,16,2,1,9767,3,38,307,36,9161,8.5,32.87055238095238,30.71930050147872,33.442904761904764,11.113666666666667,20.587333333333333,0
Africa,1,5,24,30018,51,5,2,1749,1,13,1221,1,9902,12.0,14.277199999999999,11.703598931321704,37.78535238095238,11.258666666666667,27.436466666666664,0
Middle East,5,7,8,38201,27,6,5,641,7,24,651,2,5958,8.5,33.56879047619048,24.859257354306862,16.768085714285714,19.39866666666667,30.41193333333334,1
Africa,3,9,20,36840,43,8,4,269,9,7,601,19,154,13.1,41.99413333333333,15.00894375151801,23.555266666666665,9.462,20.6798,0
Asia-Pacific,5,9,11,21348,42,5,4,7545,9,17,79,20,9285,13.1,19.640914285714285,20.87545897446888,31.265866666666664,17.65233333333334,33.864533333333334,0
Central and South-Eastern Europe and CIS,5,5,13,35250,33,6,2,607,5,26,1351,31,2709,13.1,25.063076190476192,23.01898761304702,14.767676190476193,18.606,28.2098,0
Latin America and the Caribbean,2,3,22,48463,60,9,2,1657,8,28,1420,37,983,51.8,19.61181904761905,11.109168059663109,22.284438095238094,21.827,22.99086666666667,0
Africa,2,8,17,38016,49,7,3,828,10,11,27,20,2353,12.0,27.322733333333332,16.352349520666355,23.79439047619048,19.835666666666665,20.469333333333335,0
Central and South-Eastern Europe and CIS,4,3,9,35332,49,4,2,834,10,58,1263,32,7628,13.1,30.68999047619048,20.140485477119142,24.027704761904765,16.634999999999998,21.680200000000006,0
Asia-Pacific,1,1,22,28189,57,5,3,1281,7,30,862,25,5273,12.0,17.31372380952381,14.276027602760276,30.92668571428571,24.413666666666668,11.022800000000002,0
Central and South-Eastern Europe and CIS,2,8,5,3955,24,8,3,140,8,14,13,21,7200,18.0,29.5714380952381,20.147014701470148,21.751085714285715,19.309666666666665,28.737066666666667,0
Developed Economies and EU,4,2,6,5381,22,10,1,3270,3,20,845,21,2041,12.0,26.714142857142857,11.93930821653594,29.07794285714286,17.056,26.7548,0
Developed Economies and EU,2,1,24,31685,23,10,2,276,7,16,412,30,1336,13.1,20.790771428571432,20.553212464103552,21.62,7.294333333333334,25.27413333333334,1
Africa,5,1,10,22428,18,8,5,855,4,47,1200,26,2845,12.0,28.802714285714288,25.435172088637437,25.13706666666667,10.062,8.998866666666666,0
Asia-Pacific,3,2,2,957,51,6,1,9058,9,41,1410,28,7534,8.5,23.160704761904764,16.91896332490392,23.932295238095243,16.445,17.6464,0
Asia-Pacific,1,1,22,42975,55,6,1,945,9,2,1354,20,3660,12.0,22.007352380952387,27.681811038246686,27.679809523809524,6.105,21.843866666666674,0
Latin America and the Caribbean,5,10,22,26840,55,1,3,341,3,20,341,17,7006,12.0,21.372590476190478,22.435772148643434,19.927857142857142,18.701333333333338,22.445333333333338,0
Asia-Pacific,3,7,5,10820,50,9,4,913,4,26,157,15,5711,46.9,27.175438095238096,18.211335419256216,28.600561904761907,13.467,26.405399999999997,0
Asia-Pacific,4,9,1,14739,49,4,1,645,8,31,918,28,7506,46.9,24.814504761904765,31.804823339476805,25.468123809523807,9.991333333333333,39.83006666666667,0
Middle East,5,3,7,34739,30,8,4,403,4,47,980,26,9070,13.1,24.361457142857144,29.947309016615947,29.892219047619044,10.870000000000001,17.700066666666668,0
Central and South-Eastern Europe and CIS,2,8,6,5812,61,5,2,350,9,51,593,19,1796,46.9,29.321266666666663,28.787935936450786,27.90925714285714,21.272333333333336,29.534999999999993,0
Africa,2,8,1,45000,14,6,3,386,7,41,1266,36,6033,46.9,30.333914285714286,23.961781892474963,19.1174,22.28,36.80433333333333,1
Central and South-Eastern Europe and CIS,5,8,17,26364,10,4,4,8603,8,1,443,29,1001,18.0,34.751295238095246,24.1951766605232,21.755247619047623,22.155,30.049133333333337,0
Middle East,4,6,10,9855,51,4,4,3263,2,17,148,6,7529,12.0,23.31104761904762,20.31866043747232,17.498876190476192,7.523000000000001,19.399200000000004,0
Developed Economies and EU,3,3,2,20040,54,10,5,6185,1,12,686,25,4543,12.0,32.32900000000001,29.440815510122448,26.788247619047624,12.992666666666667,29.485,0
Africa,4,8,12,12399,67,7,5,235,7,21,82,22,7888,46.9,27.732733333333332,22.819767691054818,38.353495238095235,17.233999999999998,22.23,0
Africa,5,10,20,47099,46,9,4,631,4,50,893,18,2277,18.0,31.593285714285713,10.532367522466533,30.928666666666672,19.35966666666667,34.25166666666667,0
Middle East,3,9,22,40902,21,3,5,187,1,31,1047,25,5283,13.1,34.08181904761905,15.813552783849815,28.140838095238095,16.07866666666667,42.351866666666666,1
Developed Economies and EU,2,10,6,2820,48,5,1,670,9,28,1393,28,532,51.8,20.920533333333335,27.137013701370137,30.912104761904768,14.508333333333331,25.804466666666663,1
Africa,4,2,10,6024,65,5,4,5517,3,46,253,28,5928,13.1,31.985799999999998,21.058948752018065,13.815933333333335,23.497666666666667,27.081,0
Developed Economies and EU,1,9,17,44249,70,6,4,877,7,51,1081,28,1123,46.9,17.06837142857143,10.968939751117968,32.784200000000006,16.93566666666667,33.1332,0
Central and South-Eastern Europe and CIS,3,6,23,25552,17,2,4,9742,2,56,1152,39,2405,8.5,29.06609523809524,14.14801480148015,22.71999047619048,6.935666666666666,27.81346666666667,0
Middle East,1,4,4,40123,56,6,1,575,10,53,1452,40,8465,13.1,25.803476190476193,23.25698284114126,27.71221904761905,18.14966666666667,15.123266666666668,0
Developed Economies and EU,1,5,24,22329,29,3,1,9903,3,45,21,31,8448,46.9,31.95946666666667,12.385667138142384,21.267057142857144,8.301333333333332,20.023866666666667,0
Asia-Pacific,1,8,16,31136,57,1,2,854,10,30,774,8,8350,12.0,29.049409523809523,27.053676796251054,33.73032380952381,9.943,35.94253333333334,0
Middle East,2,4,20,31774,15,5,3,2348,4,17,974,3,4688,12.0,31.27178095238095,20.8006229194348,22.994961904761904,12.661,37.935,0
Developed Economies and EU,1,4,9,7625,44,9,2,770,8,55,443,10,1749,13.1,18.60312380952381,11.622376523366624,21.338285714285714,19.306,27.419733333333333,0
Latin America and the Caribbean,1,3,9,43691,22,1,2,3804,7,25,989,35,199,12.0,23.200352380952378,31.337148000514343,24.15374285714286,11.217666666666668,23.494800000000005,0
Latin America and the Caribbean,4,1,12,33006,46,1,1,114,2,54,1482,32,14,8.5,22.06635238095238,29.226494077979233,25.928038095238097,13.009,19.9738,0
Latin America and the Caribbean,2,8,18,1060,34,9,2,682,3,43,90,5,7689,51.8,35.70102857142857,23.081579586530083,34.25111428571429,11.755666666666666,30.316800000000004,0
Developed Economies and EU,1,2,1,22345,17,4,3,319,4,23,144,1,3638,12.0,34.135914285714286,19.926621233551927,25.326866666666664,16.962666666666667,24.49566666666667,0
Africa,2,8,11,20298,21,8,4,187,8,17,1189,29,7593,12.0,23.938219047619047,21.00407183575501,19.45906666666667,16.759666666666668,29.685266666666664,0
Latin America and the Caribbean,1,7,13,15289,50,9,4,559,3,9,681,26,4230,13.1,24.818628571428576,14.773605932021777,17.862590476190476,16.917,34.87800000000001,0
Latin America and the Caribbean,1,8,16,45846,54,6,2,5915,1,10,386,40,2359,51.8,36.32561904761905,29.31740316888832,20.453876190476194,23.013666666666666,32.5064,1
Middle East,5,9,17,40405,45,9,1,7848,7,32,370,38,197,46.9,26.249714285714287,22.402368808309404,29.717047619047626,21.05,26.61506666666667,0
Developed Economies and EU,3,4,20,29904,25,7,5,193,1,59,525,26,7961,51.8,31.28742857142857,17.958310116725958,26.343228571428572,18.583333333333336,33.6666,0
Central and South-Eastern Europe and CIS,5,6,16,49139,35,1,1,666,4,30,1207,4,1952,12.0,22.88987619047619,22.129955852728134,25.725733333333334,16.112333333333336,23.17426666666667,0
Latin America and the Caribbean,1,2,12,1131,47,4,1,808,5,59,975,14,1007,51.8,24.009609523809523,28.02821710742503,18.363361904761906,20.122,31.632400000000004,0
Asia-Pacific,2,9,10,40550,61,6,3,338,3,20,1431,2,7642,18.0,26.270419047619047,22.214807195005214,25.439685714285716,20.133333333333333,19.059933333333333,0
Latin America and the Caribbean,5,7,9,42106,23,8,3,9542,1,43,1158,14,6019,46.9,24.39756190476191,11.537053705370537,29.970476190476187,11.071666666666667,27.916400000000003,0
Middle East,4,9,13,11579,25,9,4,700,2,52,1405,5,8976,8.5,21.560447619047622,29.41921334990642,32.0998380952381,15.155666666666667,28.177666666666667,0
Africa,5,8,13,7292,43,7,2,7495,3,30,77,26,5157,46.9,24.271561904761906,18.87934507736488,28.48305714285714,16.982333333333337,34.675666666666665,1
Asia-Pacific,1,10,5,46136,14,8,1,801,1,53,776,10,6379,18.0,40.00642857142858,15.401725886874404,18.53527619047619,16.86466666666667,20.391133333333332,1
Central and South-Eastern Europe and CIS,2,3,5,36683,64,2,5,461,7,40,1040,12,3083,12.0,27.283800000000003,27.022159358793026,22.751571428571427,14.291333333333334,22.530533333333334,0
Middle East,1,8,21,9572,12,10,4,672,3,6,320,17,7383,46.9,30.190895238095237,21.417884645607423,31.219419047619045,14.592000000000002,31.9996,0
Africa,3,10,5,24953,47,3,4,121,10,27,764,11,8127,18.0,34.41061904761905,26.942594259425945,20.659800000000004,14.232666666666669,22.167666666666666,0
Central and South-Eastern Europe and CIS,5,4,10,8939,66,5,3,569,2,58,1134,25,7515,12.0,26.485695238095243,25.110025288243108,19.865876190476193,18.372666666666667,31.1332,0
Asia-Pacific,1,9,8,38368,69,3,3,968,8,40,528,36,2075,51.8,30.66359047619047,12.81260983241181,28.164866666666672,7.895000000000002,24.365133333333336,1
Africa,2,4,15,38713,52,5,2,153,4,17,1235,40,6093,46.9,24.320933333333336,23.624905347677625,25.373228571428573,3.437333333333333,34.141533333333335,0
Africa,1,3,8,9040,58,6,5,3321,9,28,1296,22,9288,18.0,25.746819047619052,22.991542011343995,17.024390476190476,15.275666666666668,35.95093333333333,0
Latin America and the Caribbean,3,3,19,15698,69,9,4,283,4,12,1016,6,3733,13.1,33.25888571428571,10.993470775648992,36.924447619047626,10.360000000000001,38.802733333333336,0
Developed Economies and EU,5,3,2,25635,11,2,3,4917,9,40,177,8,3747,12.0,26.47915238095238,18.417398882745417,32.723685714285715,7.291,33.2734,0
Africa,2,7,24,40474,66,2,2,668,4,6,361,12,9444,8.5,23.174085714285717,15.97862643407198,26.119819047619046,25.41433333333333,21.772199999999998,0
Central and South-Eastern Europe and CIS,2,3,2,36715,55,2,3,1203,5,3,279,27,3801,13.1,27.74415238095238,17.572057205720576,18.287361904761905,9.090000000000002,42.11733333333334,0
Latin America and the Caribbean,1,9,10,22565,53,1,4,211,4,18,17,26,4065,18.0,30.71571428571429,31.654494020830658,24.873542857142862,23.039333333333335,25.810466666666663,0
Africa,3,10,24,37673,60,4,3,6586,3,48,999,8,4383,12.0,17.496285714285715,22.121797894075122,36.84296190476191,14.646666666666667,30.3614,0
Developed Economies and EU,3,4,22,39015,47,8,3,1562,9,2,375,30,1750,8.5,26.12231428571429,30.130570199877134,32.142561904761905,13.441666666666668,16.6918,0
Middle East,1,1,23,21882,46,7,4,2933,2,26,831,12,3795,13.1,15.96029523809524,19.906462074778908,23.60417142857143,11.243333333333334,19.9902,0
Developed Economies and EU,3,7,9,43968,53,5,4,172,8,5,1299,9,6308,18.0,29.28574285714286,21.760447473318763,30.851142857142854,14.13,19.1918,0
Africa,4,9,10,34099,48,7,5,599,3,42,405,26,6760,18.0,21.335533333333334,13.401197262583404,17.71771428571429,19.378666666666668,17.96526666666667,0
Latin America and the Caribbean,4,5,19,8701,48,2,2,3500,2,2,1002,35,2325,18.0,34.13245714285715,22.294029402940296,34.25759047619048,12.952333333333335,29.344866666666668,0
Africa,5,6,14,16139,41,4,1,878,3,2,883,16,5422,51.8,33.106257142857146,10.043475776149045,26.89039047619048,8.373000000000001,26.602199999999996,0
Central and South-Eastern Europe and CIS,1,2,7,22058,20,1,3,284,9,34,1173,24,9946,8.5,25.183447619047623,17.05816295915306,17.392780952380953,10.643,27.304199999999994,0
Developed Economies and EU,5,6,15,45742,54,5,5,9539,5,57,358,2,725,13.1,28.337552380952385,15.910933950537911,39.30819047619048,14.392333333333335,21.751466666666673,0
Developed Economies and EU,1,6,15,7657,27,5,1,120,8,22,1472,39,4664,12.0,19.430742857142857,21.2953438200963,19.998980952380954,12.395999999999999,34.47026666666667,0
Central and South-Eastern Europe and CIS,4,5,13,39697,35,1,2,684,10,39,99,3,6614,51.8,34.28544761904762,23.21749317788922,35.23915238095239,12.423000000000002,22.739200000000004,0
Asia-Pacific,5,6,21,1331,51,8,1,5906,5,5,338,33,3932,8.5,29.14735238095238,24.53922535110654,28.64552380952381,22.13366666666667,30.122200000000003,0
Asia-Pacific,4,6,4,5370,38,4,2,2780,7,59,1245,27,6553,13.1,20.96682857142857,16.581300987241583,24.91385714285714,8.092333333333332,26.614066666666663,0
Latin America and the Caribbean,4,9,5,49138,52,9,4,1177,10,9,564,36,1244,8.5,27.950057142857144,21.8976183332619,33.9522761904762,19.259333333333334,24.95133333333333,0
Middle East,1,7,21,30179,45,3,1,2425,9,55,272,26,110,46.9,36.59571428571429,18.940308316545938,17.94761904761905,15.93,22.357666666666667,0
Latin America and the Caribbean,3,8,16,41128,22,8,1,4091,7,2,224,30,4307,12.0,25.596047619047617,26.011786892975014,28.139161904761906,16.007333333333335,29.009733333333337,0
Middle East,4,6,5,22444,34,6,4,9528,1,32,304,21,5716,13.1,34.36647619047619,16.83092594973783,30.43029523809524,24.939999999999998,29.604466666666667,0
Africa,5,4,14,276,69,9,3,200,4,53,808,13,5396,13.1,39.55184761904762,8.592744988784593,22.589952380952383,11.541333333333332,26.843133333333334,0
Africa,4,10,17,31293,69,8,3,309,10,14,1074,10,8804,51.8,28.48252380952381,19.817296015315815,25.154676190476195,15.772,25.478533333333335,1
Latin America and the Caribbean,3,5,6,18149,31,6,1,606,1,28,1085,10,8259,18.0,25.94594285714286,17.012486962982013,23.43294285714286,10.544666666666668,33.13706666666667,0
Asia-Pacific,3,6,9,34685,43,9,3,515,3,35,1198,23,6343,8.5,36.73511428571429,18.261483291186266,23.139847619047615,20.775,21.10366666666667,0
Asia-Pacific,3,4,23,41402,27,5,1,217,6,43,1138,26,9640,46.9,32.88500952380952,35.272241509865275,25.44974285714286,17.199,27.166600000000003,1
Central and South-Eastern Europe and CIS,2,4,8,4195,57,8,5,3634,6,58,1245,10,8771,18.0,25.229400000000002,20.41835612132642,27.742438095238093,8.852666666666668,33.870733333333334,0
Central and South-Eastern Europe and CIS,5,3,1,38231,70,4,1,687,10,60,1006,7,4017,46.9,15.52617142857143,16.94009400940094,17.525333333333336,10.909,24.714800000000004,0
Africa,4,9,5,14052,39,1,3,662,4,43,1082,16,1303,46.9,30.62599047619048,30.48839169631249,21.567533333333337,20.195333333333334,17.493,0
Central and South-Eastern Europe and CIS,1,1,16,42918,68,2,1,110,10,20,1080,29,9209,12.0,25.68050476190476,15.046476076179049,27.193952380952386,17.56566666666667,25.454666666666665,0
Central and South-Eastern Europe and CIS,5,7,16,31239,26,6,5,5984,8,25,1340,26,3515,18.0,29.07034285714286,16.116325918306117,19.21186666666667,11.938,16.0636,0
Asia-Pacific,5,7,10,19224,65,5,4,6177,8,5,1406,36,4610,12.0,26.896352380952383,23.915748717728917,37.72233333333334,15.699000000000002,18.140266666666665,0
Middle East,1,7,10,2647,51,3,4,986,10,40,1030,19,4766,13.1,33.373247619047625,15.028317117426027,31.1256,21.059,37.226000000000006,0
Developed Economies and EU,5,6,16,41461,68,1,3,126,10,7,1489,1,712,13.1,19.822428571428574,16.520894946637522,15.525247619047622,12.203,38.14366666666666,0
Latin America and the Caribbean,2,8,11,6696,49,1,2,3379,4,28,888,5,1729,46.9,36.968314285714285,18.694069406940695,26.302904761904767,5.571666666666666,21.9196,0
Asia-Pacific,3,7,12,29906,22,10,3,498,3,23,285,24,8352,46.9,26.142638095238098,16.87908790879088,29.548457142857142,20.659666666666666,37.825066666666665,0
Africa,5,8,11,33555,64,6,2,201,9,3,905,2,3534,8.5,31.502085714285716,6.337348020516338,25.39039047619048,9.510333333333335,19.262733333333333,0
Middle East,5,7,7,17804,11,3,1,2126,6,11,1477,37,751,12.0,26.750561904761906,26.34919206206335,16.320114285714286,15.698,36.260933333333334,0
Africa,5,2,15,9205,62,6,4,415,4,56,283,8,7776,18.0,21.737676190476193,23.17848927749918,33.129999999999995,21.869333333333334,25.78226666666667,0
Developed Economies and EU,4,9,9,10242,32,10,5,118,4,38,204,25,3627,13.1,17.290180952380954,14.278342119926279,21.31557142857143,18.777,23.974666666666668,0
Latin America and the Caribbean,1,1,8,33687,29,2,4,1631,5,46,718,29,9082,18.0,38.66811428571428,23.177974940351177,28.674809523809525,16.52133333333333,25.994666666666667,0
Latin America and the Caribbean,1,2,20,26051,27,10,3,413,1,38,446,33,8453,8.5,23.379980952380954,27.216207335019217,26.957066666666663,19.124333333333336,28.109733333333338,1
Central and South-Eastern Europe and CIS,1,5,13,39412,50,8,4,219,3,4,1191,29,361,51.8,31.890476190476193,15.823768091094825,20.932714285714287,16.676000000000002,36.44,0
Latin America and the Caribbean,5,8,17,33956,28,4,2,680,4,27,479,34,2761,8.5,29.372238095238096,20.003657508608004,31.473742857142856,9.646666666666667,23.26513333333333,0
Africa,5,9,20,21142,54,3,1,287,7,33,986,22,8947,46.9,38.49072380952381,24.905676281913905,22.30914285714286,20.835,29.013666666666666,0
Developed Economies and EU,5,7,13,13363,27,9,5,7529,4,57,1311,18,3904,13.1,30.72106666666667,14.30834512022631,14.43357142857143,22.98166666666667,16.432800000000004,0
Latin America and the Caribbean,5,10,20,30840,42,2,1,7808,5,14,249,2,5231,46.9,37.718923809523815,20.615218664723614,24.624790476190476,20.384,21.240133333333333,1
Asia-Pacific,4,4,20,19252,37,9,2,350,1,28,1411,17,1074,12.0,30.65130476190476,22.63076307630763,24.895514285714288,21.435333333333336,36.416399999999996,0
Middle East,1,9,17,574,31,6,3,781,5,2,616,30,2916,18.0,31.78917142857143,14.777077707770777,30.050857142857147,13.597999999999999,21.328199999999995,0
Middle East,4,7,11,45697,22,3,2,709,9,37,1118,2,3343,18.0,28.36720952380952,15.566028031374568,35.73717142857143,5.093,34.71273333333333,1
Latin America and the Caribbean,2,3,5,20469,69,6,3,1452,9,54,472,27,8443,18.0,34.42220952380952,23.391510579629394,21.142561904761905,17.068,32.82640000000001,0
Developed Economies and EU,5,9,6,8082,15,1,1,963,6,51,22,16,5051,51.8,32.244304761904765,18.14917206006315,28.232123809523813,17.360666666666667,35.510600000000004,0
Africa,3,5,10,38011,51,9,4,305,6,39,306,5,2320,51.8,27.866209523809527,21.953309616675956,26.412361904761905,18.377,28.99353333333334,0
