Location,Hygiene,Micromanagement,Working Hours,Salary,Age,Infrastructure,Food Quality,Incentives,Family Size,Experience,Share Price,Attrition,Contract Workers,Location_Score,Internal_Audit,External_Audit,Fin_Score,Loss_Score,Past_Score,IsUnderRisk
Africa,4,5,10,47520,40,8,2,6613,7,36,554,21,5624,46.9,29.53744761904762,20.982083922677987,31.95189523809524,15.157333333333334,20.934666666666672,0
Central and South-Eastern Europe and CIS,2,8,15,18176,58,1,1,171,10,35,1286,13,1368,8.5,29.54809523809524,14.992627834211994,35.78669523809524,13.385,26.47306666666666,1
Africa,2,7,24,35825,37,9,1,689,7,34,41,8,888,51.8,32.632714285714286,15.873873101595876,25.632695238095238,15.800999999999998,24.350466666666666,1
Asia-Pacific,5,6,7,7608,53,9,5,4618,7,32,683,34,2199,51.8,16.710809523809527,13.824925349677827,29.212171428571427,19.611,25.856,0
Middle East,4,2,15,18670,11,10,3,313,7,56,1097,19,5988,18.0,35.220190476190474,8.221865043647224,23.995619047619048,18.964333333333332,25.06986666666667,0
Asia-Pacific,4,1,6,35555,29,8,1,4213,9,3,737,9,8941,18.0,31.26500952380953,24.81778177817782,25.617571428571434,13.927666666666669,25.0662,1
Developed Economies and EU,5,9,20,23736,17,5,3,7818,3,24,670,29,720,51.8,26.75938095238096,17.667938222393666,39.1498,19.15366666666667,26.851799999999997,0
Middle East,4,7,1,49194,50,4,4,913,4,30,920,36,1027,18.0,20.833571428571428,14.715914448587716,17.563019047619047,12.078666666666669,25.208066666666674,0
Asia-Pacific,5,7,14,26797,21,8,2,949,8,49,1166,30,2628,13.1,33.774952380952385,16.43805809152344,27.807323809523815,15.942333333333336,30.43326666666667,0
Developed Economies and EU,3,8,20,49613,18,3,5,2131,9,7,919,12,4513,18.0,29.160266666666672,24.754203991827755,41.79066666666667,17.225,22.866333333333337,0
Middle East,5,6,5,46830,34,8,2,683,4,34,233,18,6264,12.0,16.694961904761907,21.083122597974082,29.003428571428575,19.820666666666668,25.850666666666665,0
Latin America and the Caribbean,4,6,2,4515,26,1,3,2331,1,5,539,38,8422,18.0,29.433,23.240181160973243,26.956095238095234,11.569666666666667,27.024266666666662,0
Africa,1,7,19,25314,11,6,2,5807,10,31,216,23,5844,18.0,27.025752380952383,18.8984612746989,37.35684761904762,19.442,20.65306666666667,0
Asia-Pacific,3,10,16,43689,39,3,3,8582,5,3,1331,20,3748,13.1,24.767685714285715,23.4998071235695,34.18799047619048,11.828666666666669,26.196066666666667,0
Latin America and the Caribbean,3,3,11,2797,30,10,4,4646,5,14,1445,18,3254,13.1,22.202028571428574,17.89130341605589,38.07228571428571,16.779,30.867133333333335,0
Developed Economies and EU,4,8,1,24317,21,5,4,679,9,20,136,30,2101,51.8,32.306895238095244,14.995628134241997,31.947619047619053,19.65066666666667,26.80153333333333,0
Developed Economies and EU,3,3,4,47050,13,3,4,6533,2,26,1436,1,9589,46.9,40.28234285714286,13.060634634892063,23.754504761904762,14.969333333333331,21.134733333333333,0
Central and South-Eastern Europe and CIS,5,6,20,14195,65,6,5,739,9,47,1428,2,53,51.8,20.324438095238094,16.34819196205335,28.912457142857146,5.926000000000001,39.165333333333336,0
Middle East,5,2,4,18991,20,7,4,722,4,51,1307,29,2363,12.0,26.509438095238092,18.035946451788035,19.376161904761904,12.937666666666667,26.502933333333328,0
Africa,1,6,6,41910,11,7,2,274,10,56,49,31,3821,18.0,33.32890476190477,23.882245367393885,20.04132380952381,18.035999999999998,19.901266666666668,1
Africa,4,10,23,42073,23,5,2,1391,4,3,1454,13,7249,18.0,28.025190476190474,16.158330118726163,20.990733333333335,15.73766666666667,33.12853333333334,0
Middle East,3,3,13,30596,51,5,3,660,2,39,1137,11,1323,12.0,26.497609523809523,19.739488234537742,29.721457142857144,21.936,30.497400000000003,0
Asia-Pacific,1,9,24,15811,11,2,3,3296,1,52,730,20,8665,46.9,28.19777142857143,19.992470675638994,28.950780952380956,17.778333333333336,29.740000000000006,0
Middle East,1,3,18,33203,66,10,4,3923,4,46,722,15,2896,51.8,24.598276190476188,19.297886931550302,31.491866666666667,19.894000000000002,22.2098,0
Middle East,4,4,19,47014,50,9,2,961,7,36,810,38,8349,46.9,32.26166666666666,22.20717786064321,22.016542857142856,10.827,21.238933333333332,1
Central and South-Eastern Europe and CIS,3,2,14,7289,30,1,3,953,7,59,1276,14,2958,51.8,28.045457142857146,19.663752089494665,26.637352380952382,18.069000000000003,29.007866666666672,0
Asia-Pacific,4,7,20,24268,12,4,4,6504,1,57,715,4,575,8.5,22.84112380952381,23.09060906090609,20.009761904761902,15.372666666666667,20.799000000000003,0
Africa,1,7,24,26352,13,2,2,5599,8,7,706,9,5949,13.1,12.505333333333335,29.01997342591402,18.404895238095236,19.58766666666667,23.8312,0
Central and South-Eastern Europe and CIS,4,4,2,264,41,5,1,415,7,10,1037,16,4475,18.0,14.090047619047622,21.713757089994715,15.983066666666668,20.242333333333338,18.755733333333335,0
Africa,5,5,4,45950,13,2,4,1403,3,12,740,24,2370,12.0,27.204847619047616,18.125169659823126,25.6306380952381,13.747666666666666,21.880400000000005,0
Asia-Pacific,1,10,3,47701,52,8,4,632,2,40,743,31,3062,46.9,22.469438095238097,25.801523009443798,33.48395238095239,24.466666666666665,36.02753333333333,1
Latin America and the Caribbean,1,6,5,29479,44,3,3,233,4,26,1117,12,888,13.1,26.65169523809524,27.667795350963665,31.863361904761906,11.546000000000001,31.224666666666668,0
Central and South-Eastern Europe and CIS,4,4,8,20219,29,7,1,3330,9,27,203,32,9761,51.8,35.927257142857144,15.07847927649908,33.20420000000001,8.337,23.26826666666667,0
Africa,4,8,19,17031,42,8,3,561,1,27,258,16,756,51.8,38.753847619047626,25.4943637220865,30.481342857142856,4.269666666666668,35.351666666666674,0
Latin America and the Caribbean,3,8,23,12483,33,10,2,137,1,41,722,18,8587,18.0,22.965657142857143,18.733887674481736,18.331914285714287,16.63666666666667,19.341,0
Asia-Pacific,2,4,1,8853,27,1,5,660,10,53,649,19,2992,12.0,15.363209523809523,21.00362893432201,20.1776,10.991000000000001,33.778666666666666,0
Central and South-Eastern Europe and CIS,4,3,13,27577,34,6,3,817,2,26,1170,25,5592,18.0,30.36093333333334,24.05439115340106,21.15504761904762,18.108666666666668,21.7868,0
Africa,2,6,10,14509,13,9,1,698,4,38,926,32,9676,46.9,30.330809523809528,17.095952452388097,23.40349523809524,17.284000000000002,23.43806666666667,0
Middle East,2,3,23,36315,50,9,2,7229,2,10,212,23,8049,51.8,25.927295238095244,13.821453573928821,20.81640952380952,16.381666666666668,25.6102,1
Latin America and the Caribbean,5,10,21,43594,66,9,5,4858,6,20,604,2,9765,13.1,29.97934285714286,12.6984698469847,27.920228571428567,18.316333333333333,26.886933333333335,1
Middle East,3,9,8,32424,36,2,1,390,5,29,445,30,5606,18.0,28.151161904761906,31.71704313288472,18.803561904761906,21.866,12.458066666666667,0
Central and South-Eastern Europe and CIS,2,10,22,1019,46,7,3,5532,9,44,1160,40,7136,8.5,20.06151428571429,6.776606232051778,28.776523809523813,13.031,23.64586666666667,0
Middle East,1,8,15,21031,68,9,4,8752,7,37,433,34,8593,51.8,19.902980952380954,20.829897275441834,21.9598,22.511000000000003,21.43926666666667,0
Latin America and the Caribbean,5,6,6,43004,21,1,1,180,8,18,1362,38,7663,8.5,20.09066666666667,20.886917263154885,20.605657142857147,18.096333333333334,42.68353333333333,0
Africa,1,3,10,27527,45,5,2,432,3,9,575,12,2301,12.0,33.63337142857143,17.075393253611075,37.18219047619048,20.51233333333333,30.485200000000003,0
Central and South-Eastern Europe and CIS,4,9,13,6020,20,5,5,9654,7,22,764,32,1983,8.5,32.98697142857143,16.13895675281814,26.15435238095238,12.261333333333333,24.628333333333334,0
Central and South-Eastern Europe and CIS,3,10,19,17389,46,2,1,6433,4,45,566,28,9947,13.1,24.434428571428572,23.24649607817925,31.182619047619053,20.236666666666668,26.320066666666662,0
Middle East,2,5,19,4300,64,2,1,1642,2,58,917,39,5113,13.1,21.508733333333332,12.372394382295374,34.53897142857143,18.006333333333334,26.72426666666667,0
Central and South-Eastern Europe and CIS,1,6,15,2336,49,4,1,727,7,6,271,23,6464,51.8,27.61553333333333,15.042632834712045,28.158361904761904,16.477333333333334,29.473333333333336,0
Central and South-Eastern Europe and CIS,2,6,2,49178,12,4,1,628,2,58,1330,22,96,12.0,29.397428571428573,11.757447173288758,26.476038095238096,16.310666666666666,31.621333333333336,0
Latin America and the Caribbean,3,1,17,34522,38,6,3,830,5,48,1307,26,8982,13.1,27.18415238095238,13.76023316617376,28.449028571428574,15.322666666666668,19.459666666666667,0
Central and South-Eastern Europe and CIS,3,6,24,10158,13,6,2,5983,8,9,696,2,1488,12.0,21.670228571428574,18.777820639206777,20.29427619047619,19.977999999999998,22.392999999999997,1
Latin America and the Caribbean,1,8,15,40612,16,10,5,3865,3,25,623,16,5220,12.0,21.89984761904762,20.56837112282657,29.423542857142852,13.175999999999998,13.394733333333333,0
Central and South-Eastern Europe and CIS,2,6,23,35101,32,8,3,884,10,41,853,37,4576,51.8,35.055104761904765,27.604860486048604,35.031580952380956,19.870333333333335,32.68,0
Africa,1,8,11,560,70,6,1,879,3,26,850,31,8774,46.9,24.31214285714286,28.51752318088952,10.001628571428572,27.116333333333337,31.88213333333334,0
Africa,3,1,17,13314,12,10,5,113,4,45,1432,12,6619,51.8,29.433161904761906,17.282813995685284,25.916466666666672,14.572333333333331,36.69246666666667,0
Developed Economies and EU,2,10,18,25886,33,1,4,583,5,26,1104,33,1989,18.0,40.35046666666666,13.770391324846774,20.155514285714286,13.179666666666664,20.703666666666667,1
Middle East,1,10,15,15106,11,1,5,8774,9,23,492,19,9187,51.8,35.83477142857143,9.462360521766461,24.764914285714283,10.210666666666667,26.111866666666668,0
Africa,3,6,1,32258,36,4,4,179,6,28,213,24,1998,12.0,29.43842857142857,21.796622519394802,28.40615238095238,15.461333333333338,30.977066666666666,0
Developed Economies and EU,3,9,3,48046,68,10,3,9557,6,5,1443,25,5843,13.1,23.101533333333332,20.889088908890887,30.476438095238095,12.832333333333334,27.620333333333335,0
Latin America and the Caribbean,5,4,2,11519,39,1,2,940,3,4,1029,38,8136,18.0,31.172923809523812,16.621590730501623,22.77964761904762,17.988,24.811533333333337,0
Latin America and the Caribbean,2,6,3,39039,45,7,2,5891,4,52,880,13,3457,46.9,25.81890476190476,9.346034603460346,39.143542857142855,13.089666666666666,33.17166666666667,0
Central and South-Eastern Europe and CIS,4,7,5,15639,29,5,4,960,1,2,137,12,5670,51.8,28.732028571428568,26.358207249296363,35.607819047619046,19.688666666666666,29.645933333333335,0
Middle East,3,10,19,5580,55,6,1,7638,4,2,494,33,7199,51.8,24.520733333333332,18.512736987984514,19.389971428571428,21.48633333333333,23.960266666666662,1
Developed Economies and EU,5,1,8,40422,35,7,5,469,10,40,1056,38,7127,8.5,29.786666666666665,19.894489448944896,12.720380952380953,15.698333333333334,36.89606666666667,1
Middle East,5,8,2,13061,37,10,4,5018,6,5,165,23,384,12.0,35.21134285714286,25.088580286600088,13.197209523809525,12.719666666666669,29.505066666666668,0
Developed Economies and EU,3,2,14,7297,62,8,5,3530,2,21,656,6,2844,51.8,27.738885714285715,25.04530453045305,26.76087619047619,17.61566666666667,25.328666666666667,1
Central and South-Eastern Europe and CIS,4,8,12,1473,11,5,1,116,6,42,1011,39,76,8.5,38.053799999999995,14.261026102610261,21.476285714285716,12.653333333333336,27.7422,0
Asia-Pacific,1,5,14,1368,42,4,2,9869,9,31,962,40,443,12.0,32.0360380952381,17.315417256011315,43.63440000000001,15.314333333333332,27.188200000000002,0
Developed Economies and EU,5,2,11,8183,17,1,1,138,4,1,971,5,7727,13.1,20.288600000000002,15.705742002771705,39.93722857142858,20.929000000000002,33.18306666666667,0
Middle East,5,8,15,12564,69,3,5,302,10,18,1240,4,1453,46.9,21.47007619047619,11.805609132341806,18.126885714285713,5.203333333333333,19.983800000000002,0
Africa,5,1,3,19752,19,4,1,4829,1,25,633,33,3059,18.0,34.26687619047619,14.718600431471717,37.98549523809525,18.668333333333333,22.124266666666667,0
Asia-Pacific,1,9,21,3165,40,3,1,915,5,60,356,36,206,13.1,22.511295238095236,30.44474447444745,24.298809523809524,17.121333333333336,39.64286666666666,0
Developed Economies and EU,3,5,14,21201,41,7,1,150,4,16,1290,24,5202,18.0,24.43139047619048,17.661751889474665,23.41515238095238,12.447666666666667,32.278733333333335,0
Asia-Pacific,1,1,23,44515,12,9,5,109,8,42,628,12,3301,12.0,30.058257142857148,19.103010301030103,26.04943809523809,16.08966666666667,25.947866666666663,0
Central and South-Eastern Europe and CIS,4,7,6,32528,26,9,4,339,1,45,60,1,3033,8.5,23.423952380952386,13.838240966953839,20.819409523809522,14.254,23.467666666666666,0
Middle East,4,7,22,35100,60,6,2,501,4,12,313,35,7923,12.0,32.189952380952384,19.001100110011006,43.41164761904763,16.84266666666667,31.36413333333334,0
Developed Economies and EU,4,8,22,13988,31,6,5,397,5,5,181,4,8673,8.5,29.456438095238095,19.682911148257688,36.95526666666667,22.984666666666666,21.610266666666668,0
Asia-Pacific,1,2,15,39072,56,7,5,818,5,35,284,28,3426,8.5,34.338057142857146,23.571371422856576,22.612628571428573,7.837333333333335,26.359466666666663,0
Central and South-Eastern Europe and CIS,3,4,1,46127,66,4,1,6373,8,6,109,8,4251,12.0,17.077514285714287,14.838083808380839,42.55300952380953,15.347666666666667,22.745000000000005,0
Asia-Pacific,3,5,9,3333,62,6,5,3400,4,25,773,19,2878,51.8,22.590952380952388,14.80745217378881,22.491133333333334,19.666333333333334,34.5492,1
Africa,1,4,1,5877,11,3,2,300,6,34,66,20,6584,8.5,30.199904761904765,15.709056619947711,23.883876190476194,17.05466666666667,28.971999999999998,0
Latin America and the Caribbean,5,10,21,4088,26,9,1,636,7,52,487,15,5914,13.1,20.884533333333334,22.234437729487233,21.892276190476192,12.227666666666668,24.58206666666667,1
Latin America and the Caribbean,4,1,7,23968,35,5,5,5412,8,59,1092,37,322,12.0,34.07381904761905,16.21680739502522,26.13422857142857,7.8596666666666675,19.616466666666668,0
Asia-Pacific,3,5,4,23319,26,2,1,424,4,26,239,35,4521,8.5,21.341342857142855,23.29165773720229,35.124457142857146,11.530666666666667,25.697133333333337,0
Africa,2,4,6,31070,22,8,2,186,9,34,105,14,6160,46.9,35.74617142857143,22.447587615904453,19.982457142857147,19.569333333333336,32.549200000000006,0
Central and South-Eastern Europe and CIS,1,10,11,46579,19,4,5,804,6,20,638,11,7351,51.8,26.408114285714284,26.662180503764667,29.150085714285716,14.235666666666665,30.234333333333336,0
Latin America and the Caribbean,3,9,2,27783,54,6,1,559,10,49,400,6,9023,18.0,27.737771428571428,17.563970682782564,30.786409523809528,8.357333333333333,21.20806666666667,0
Asia-Pacific,4,3,18,31618,21,3,3,151,4,1,831,2,762,12.0,35.250619047619054,21.1003243181461,33.11702857142858,15.912333333333335,25.06646666666667,0
Asia-Pacific,3,4,16,4691,13,2,3,3254,6,22,96,39,404,46.9,32.33453333333334,25.54138270969954,33.3140380952381,12.368000000000002,27.68426666666667,0
Latin America and the Caribbean,3,2,4,7720,42,6,5,151,7,58,7,19,9153,12.0,17.119723809523812,19.887460174588888,31.9542,13.543666666666669,23.383733333333335,0
Middle East,3,6,16,39204,55,3,1,2901,7,3,884,16,9701,8.5,27.631133333333334,14.87865929450088,23.21689523809524,14.780000000000001,22.801533333333335,0
Middle East,4,2,12,12852,27,7,1,675,5,33,616,18,4015,13.1,22.480133333333338,18.34087694483734,32.37952380952381,18.990000000000002,29.716733333333334,0
Africa,4,5,8,8133,17,5,4,827,3,18,292,15,1366,8.5,30.32558095238096,11.279870844227279,32.43491428571429,20.630333333333333,39.2436,0
Africa,5,5,16,8885,65,1,2,576,4,41,1161,40,6821,13.1,18.430723809523812,20.389667538182394,31.808161904761906,13.226,30.18733333333333,1
Central and South-Eastern Europe and CIS,5,10,8,28994,17,2,1,877,3,25,378,14,6655,46.9,24.608142857142855,16.640378323546642,25.987295238095236,14.942333333333332,29.028200000000005,0
Central and South-Eastern Europe and CIS,1,3,20,7551,65,6,4,282,2,26,1184,18,3649,51.8,29.134085714285714,25.093066449502093,28.877742857142856,22.053333333333335,28.713000000000005,1
Middle East,2,8,6,28327,39,2,5,624,7,30,633,5,6192,46.9,27.460066666666666,19.082636835112083,35.40075238095238,5.832333333333334,32.82986666666667,0
Asia-Pacific,2,3,6,28041,45,5,2,386,8,53,882,1,6466,46.9,20.334666666666667,25.681225265383684,32.568666666666665,19.957,22.849800000000002,1
Developed Economies and EU,1,9,11,21455,22,5,1,6737,8,41,1339,27,3824,51.8,29.263761904761903,25.391710599631395,35.99693333333334,12.195333333333332,27.3822,1
Africa,5,4,23,20220,35,9,1,755,2,40,390,40,7120,46.9,23.71232380952381,18.075836155044076,31.38742857142858,16.357666666666667,30.842066666666668,0
Latin America and the Caribbean,2,2,12,17370,63,3,1,8002,3,38,333,39,6178,13.1,18.377142857142857,32.02868858314403,31.169780952380954,15.853,29.87826666666667,0
Middle East,3,5,3,35937,58,5,1,1178,4,9,413,9,7649,46.9,22.244285714285716,16.883645507407884,25.583152380952384,14.314666666666668,24.305133333333334,0
Developed Economies and EU,4,5,14,10324,16,10,3,684,6,44,7,17,7622,13.1,25.037952380952383,26.86432929007187,32.75746666666667,20.180666666666667,23.025266666666667,0
Asia-Pacific,5,3,1,46046,49,4,2,360,1,47,694,11,2300,18.0,27.898066666666665,13.722515108653724,36.76075238095238,23.873666666666672,13.270066666666667,0
Latin America and the Caribbean,3,9,22,8728,65,2,1,456,8,17,262,30,1762,51.8,34.533,27.866343777234864,33.79667619047619,22.212333333333333,26.288533333333337,0
Central and South-Eastern Europe and CIS,4,8,16,29960,45,6,1,277,9,22,770,35,8406,46.9,32.218914285714284,18.2978012086923,24.47059047619048,17.749666666666666,29.74166666666666,0
Latin America and the Caribbean,1,8,24,48164,17,6,1,9625,2,1,1448,39,7820,51.8,28.11856190476191,17.997942651407996,25.6816,11.124333333333334,34.09106666666668,0
Asia-Pacific,2,8,5,10336,46,4,2,7339,9,59,54,16,5446,18.0,19.345933333333335,16.084951352278086,27.507304761904766,23.976333333333333,33.7196,0
Developed Economies and EU,3,8,22,34602,62,9,4,817,3,3,193,35,3580,46.9,28.238599999999998,17.88408840884089,22.973685714285715,9.477,28.66393333333334,1
Africa,3,3,14,43097,30,7,2,329,1,53,1100,28,7047,12.0,23.90775238095238,23.992099209920994,12.886638095238096,10.718,31.980399999999996,0
Asia-Pacific,3,6,19,10364,61,7,5,6778,7,2,1434,31,4663,8.5,26.455819047619052,30.1947051848042,25.515714285714285,13.829000000000002,28.747266666666665,0
Latin America and the Caribbean,2,1,20,10245,63,8,4,795,5,51,138,31,5781,18.0,17.575780952380953,30.850627919934848,18.273438095238095,5.8693333333333335,20.445733333333333,1
Africa,3,5,1,39827,58,3,5,5225,7,36,517,21,4875,18.0,26.648009523809517,8.41688454559742,31.6914380952381,16.115333333333336,32.74233333333334,1
Central and South-Eastern Europe and CIS,5,2,5,19016,13,3,1,6396,8,44,1216,26,9368,46.9,25.98268571428572,16.26981269555527,22.19511428571429,11.409,20.235733333333332,0
Africa,2,9,2,33230,68,3,3,831,5,2,144,31,105,8.5,32.94114285714286,12.698755589844698,20.338676190476193,19.519333333333336,26.70613333333333,0
Middle East,4,1,2,47724,63,7,5,630,8,44,1224,11,2655,12.0,29.677952380952384,19.102810281028106,33.23178095238095,7.109,32.229200000000006,0
Middle East,3,6,13,43660,44,2,2,4313,4,46,1396,30,6661,13.1,28.836647619047618,21.672810138156674,28.589333333333332,16.12,15.567600000000004,1
Developed Economies and EU,1,2,13,30279,19,2,1,816,8,59,593,15,7551,18.0,24.116980952380956,18.753603931821754,30.305904761904767,20.104666666666667,29.449666666666662,0
Asia-Pacific,1,3,8,10917,44,1,5,650,7,3,180,35,7422,18.0,29.314352380952386,19.854456874258855,22.378285714285717,20.929000000000002,34.31653333333334,1
Central and South-Eastern Europe and CIS,4,1,2,39488,19,3,5,749,4,5,1098,31,7298,12.0,31.751009523809525,27.805209092337808,26.750828571428574,25.352999999999998,28.184933333333333,0
Developed Economies and EU,1,4,9,49558,63,5,2,130,7,56,243,21,1612,18.0,32.30880952380952,26.672138642435673,25.79866666666667,20.797666666666668,26.62366666666667,0
Africa,5,8,11,8173,27,5,5,735,4,51,279,26,1117,8.5,25.08969523809524,15.825553983969828,30.09781904761905,7.643,25.680800000000005,0
Middle East,5,3,24,40277,64,10,1,9074,4,50,823,2,5240,12.0,23.327923809523814,15.127327018416125,36.311371428571434,5.099666666666667,18.1816,0
Middle East,1,10,14,47126,32,8,4,2304,8,44,1228,18,8522,13.1,24.02004761904762,11.666066606660666,31.16260000000001,5.1063333333333345,26.790399999999998,0
Central and South-Eastern Europe and CIS,3,9,14,40732,53,1,2,859,6,59,957,2,789,12.0,33.05319047619049,22.434186275770436,26.19689523809524,15.443666666666667,47.708933333333334,0
Central and South-Eastern Europe and CIS,5,1,12,5679,56,1,1,124,10,30,748,5,8475,8.5,17.99998095238095,17.474890346177478,24.969466666666662,9.845666666666668,20.819866666666663,0
Asia-Pacific,3,7,14,6913,35,4,4,5029,5,16,492,12,9261,13.1,25.994371428571434,18.35034932064635,31.422933333333336,12.408,24.2942,0
Central and South-Eastern Europe and CIS,3,4,22,5178,66,6,2,8547,7,38,483,26,4031,51.8,25.788990476190477,21.481733887674483,25.549580952380957,9.925666666666666,17.740133333333336,0
Central and South-Eastern Europe and CIS,1,6,12,37150,68,8,2,409,4,2,1356,13,9642,13.1,27.307038095238095,21.570585629991573,16.383752380952384,21.983666666666668,19.72646666666667,0
Central and South-Eastern Europe and CIS,5,6,5,8381,56,4,4,198,2,27,568,29,7099,51.8,24.294866666666667,11.56958552998157,21.297228571428573,23.742,26.752533333333332,0
Asia-Pacific,3,5,20,11560,10,10,3,940,4,6,84,27,5551,18.0,33.378571428571426,13.789236066463792,25.862333333333332,16.137666666666668,20.946600000000004,0
Latin America and the Caribbean,5,5,1,32777,55,7,4,82,6,29,1170,38,7640,18.0,21.88068571428571,19.053791093395056,30.408209523809525,17.058,27.829866666666664,1
Africa,3,9,11,1706,56,9,2,7450,8,60,1282,11,1022,51.8,16.03897142857143,10.23180889517523,30.461514285714287,17.013666666666666,23.613533333333333,0
Central and South-Eastern Europe and CIS,5,7,3,10636,26,8,4,4586,3,36,1068,18,5618,12.0,29.034114285714292,17.260954666895262,29.04771428571429,25.399333333333335,26.0092,1
Latin America and the Caribbean,4,6,16,23040,28,2,4,916,4,18,157,28,1341,12.0,31.699819047619048,18.54889774691755,29.037580952380953,15.56966666666667,19.663400000000003,0
Developed Economies and EU,5,2,11,12408,53,9,5,205,2,9,30,30,5759,8.5,26.532752380952378,20.465889446087466,25.901809523809522,15.241666666666664,15.027400000000002,0
Central and South-Eastern Europe and CIS,4,2,22,6622,38,8,5,9040,5,20,732,35,8630,8.5,30.752066666666668,22.42404240424042,38.32957142857143,12.433333333333335,29.385333333333328,1
Africa,5,1,1,24475,43,6,4,1333,2,60,332,6,3989,12.0,20.37327619047619,12.536153615361536,21.528933333333335,12.540000000000001,24.4002,0
Latin America and the Caribbean,5,8,14,16160,57,9,5,3073,3,53,561,6,8215,8.5,23.929704761904766,24.981783892674986,31.37795238095238,18.549000000000003,15.300466666666669,0
Middle East,3,3,6,40619,33,4,4,5034,6,23,1448,10,7952,51.8,39.331228571428575,15.612904147557611,24.509819047619054,16.261000000000003,24.727733333333333,0
Middle East,2,7,2,36594,62,3,3,564,3,28,287,22,3936,51.8,28.278171428571426,19.246910405326247,27.688638095238094,23.37633333333333,20.933400000000002,0
Developed Economies and EU,4,7,12,11757,49,1,1,671,4,21,1286,18,1649,46.9,24.279628571428578,11.051319417656053,25.475352380952383,18.697666666666667,30.855533333333334,1
Central and South-Eastern Europe and CIS,2,1,15,31064,70,8,2,1544,8,56,653,33,4595,8.5,15.595980952380954,23.448859171631455,28.677999999999997,8.443000000000001,24.669333333333334,0
Latin America and the Caribbean,3,1,11,8616,66,6,4,390,2,7,791,32,7959,18.0,26.276752380952384,30.692283514065693,20.578942857142856,18.621333333333332,25.54986666666667,0
Asia-Pacific,1,4,15,49771,34,10,2,829,1,7,564,16,2018,51.8,31.85918095238096,25.381738173817386,23.947866666666666,19.178000000000004,22.13206666666667,1
Asia-Pacific,4,4,18,27227,42,6,5,1052,10,49,1275,9,1572,8.5,22.375809523809522,21.686911548297687,21.130076190476192,8.267666666666667,19.446466666666666,0
Africa,2,3,3,44034,27,10,4,4046,3,35,834,20,9977,51.8,26.495057142857142,25.376594802337376,21.301809523809524,13.174333333333333,29.192066666666665,0
Latin America and the Caribbean,2,10,4,47641,18,4,4,102,10,22,917,9,6976,51.8,27.55102857142857,14.4000400040004,29.62272380952381,10.478000000000002,22.225,0
Central and South-Eastern Europe and CIS,5,1,9,9207,41,4,5,3258,10,14,1406,7,2706,8.5,29.721238095238096,28.198176960553194,37.908257142857146,7.803666666666667,29.177133333333334,0
Africa,2,10,4,13910,29,2,3,223,7,48,268,39,8830,13.1,32.02202857142857,7.85961453288186,21.716333333333335,22.076666666666668,27.641333333333336,1
Developed Economies and EU,5,3,23,49274,10,8,3,470,1,53,1387,13,633,46.9,25.720571428571425,24.051405140514053,23.184523809523803,18.134000000000004,25.814933333333336,0
Asia-Pacific,5,7,11,47465,17,1,2,399,10,54,768,12,7271,18.0,23.83550476190476,15.612904147557616,17.318933333333337,18.444333333333336,22.054333333333336,1
Middle East,2,3,20,24336,54,3,3,790,8,54,130,12,5875,13.1,26.14002857142857,18.163259183061164,28.985028571428572,16.782333333333334,29.198333333333338,0
Developed Economies and EU,4,10,21,9810,58,6,4,4638,9,34,859,36,9624,46.9,29.745628571428572,15.9000900090009,25.755866666666666,12.247,31.33766666666667,0
Middle East,3,3,15,8205,62,2,5,620,1,45,877,10,4758,18.0,26.019342857142863,13.113639935422114,30.65828571428572,17.445333333333334,16.770266666666668,0
Central and South-Eastern Europe and CIS,5,5,21,18181,22,8,1,58,7,32,743,25,3670,18.0,34.807857142857145,29.37489463232038,33.74869523809524,19.287000000000003,23.588933333333337,1
Central and South-Eastern Europe and CIS,2,9,9,3689,50,9,5,6490,1,26,316,30,1616,18.0,32.052638095238095,22.51920906376352,10.395076190476189,16.262,34.65793333333333,1
Central and South-Eastern Europe and CIS,3,5,7,3763,65,4,1,235,7,44,452,15,8130,13.1,24.708980952380955,15.805451973768808,33.86752380952382,15.52966666666667,39.39633333333333,0
Central and South-Eastern Europe and CIS,4,7,17,7505,34,7,3,1713,8,20,906,4,6016,12.0,26.787314285714288,23.449016330204454,21.3408,19.702333333333332,20.235533333333336,1
Africa,1,3,22,38201,67,7,5,9674,10,6,431,13,8994,46.9,31.7256,25.027645621705023,20.483076190476194,15.78,30.387000000000004,0
Middle East,4,10,6,28594,69,4,3,1990,2,7,32,32,781,46.9,27.561238095238096,8.444358721586445,32.277076190476194,14.252666666666666,28.014533333333336,0
Middle East,1,1,6,3805,10,1,2,3769,1,57,1092,36,3095,46.9,39.19253333333334,16.07032131784607,24.65878095238096,10.902333333333335,16.613066666666665,0
Africa,3,1,10,45764,68,7,1,3548,10,34,1420,29,7363,12.0,17.60586666666667,17.59037332304659,24.180809523809526,16.919333333333338,32.73446666666667,0
Central and South-Eastern Europe and CIS,4,8,19,42455,30,8,5,8813,4,18,186,20,4507,51.8,35.129200000000004,20.426071178546422,21.440304761904763,12.703333333333333,16.357866666666666,0
Central and South-Eastern Europe and CIS,3,7,10,46661,27,5,1,743,3,49,698,7,5404,12.0,22.8472,11.936307916505937,22.021219047619045,14.548000000000002,27.534599999999998,0
