Location,Hygiene,Micromanagement,Working Hours,Salary,Age,Infrastructure,Food Quality,Incentives,Family Size,Experience,Share Price,Attrition,Contract Workers,Location_Score,Internal_Audit,External_Audit,Fin_Score,Loss_Score,Past_Score,IsUnderRisk
Africa,3,7,18,30304,48,8,5,5115,6,33,340,37,1617,46.9,39.65992380952381,7.473890246167474,10.404,12.868333333333334,24.23133333333333,0
Developed Economies and EU,3,2,19,28472,24,6,1,2440,1,3,1278,12,6080,12.0,32.80699047619047,14.25093937965225,33.12297142857143,12.109000000000002,24.282,0
Latin America and the Caribbean,5,3,3,10911,31,9,3,892,1,31,561,26,6509,12.0,28.088190476190476,26.52746703241753,22.202438095238097,18.438666666666666,30.060933333333335,0
Africa,2,9,6,12235,40,10,1,6396,6,12,351,25,3665,51.8,28.560485714285715,21.672110068149674,24.331657142857143,11.185,28.69646666666667,0
Middle East,1,7,17,27861,22,7,3,6181,1,28,74,27,7439,46.9,26.679828571428576,20.216821682168217,36.24426666666667,8.693333333333335,16.338333333333335,0
Middle East,1,8,16,2053,40,4,4,396,2,26,214,33,887,12.0,30.003285714285717,23.341977054848346,14.11602857142857,19.529,22.3318,0
Asia-Pacific,3,7,6,37820,28,5,3,7428,3,45,1288,30,1360,51.8,41.12824761904763,18.897961224693898,29.765323809523807,25.82733333333333,26.69913333333333,0
Latin America and the Caribbean,3,3,23,33502,50,2,2,787,2,40,1165,21,5763,8.5,20.678219047619052,21.082265369394083,28.651152380952382,12.175666666666668,31.46773333333333,1
Middle East,3,5,12,21076,49,4,2,6949,1,52,1280,19,7645,12.0,28.640209523809524,19.12935579272213,30.665742857142863,4.838666666666667,21.857200000000006,0
Africa,3,4,15,43893,51,6,4,3111,7,33,1009,33,4085,51.8,30.09355238095238,21.113168459703115,24.226457142857143,12.389666666666665,18.460400000000003,0
Developed Economies and EU,5,3,20,2520,35,3,3,1912,5,44,1434,23,4741,8.5,28.426571428571428,30.323518066092326,34.30302857142857,14.155999999999999,27.867866666666668,0
Middle East,4,8,20,10368,53,7,5,108,6,45,1060,19,7073,46.9,32.30541904761905,12.476204763333476,30.723152380952378,16.108666666666668,25.014666666666667,0
Africa,1,4,1,970,65,9,4,7797,9,19,1057,28,7140,51.8,32.98809523809524,14.703598931321707,18.372304761904765,16.78,21.298066666666667,0
Developed Economies and EU,5,10,7,34696,24,4,2,2382,2,34,347,39,32,51.8,25.120085714285718,27.253468203963255,26.214580952380956,6.295666666666666,14.898000000000003,0
Central and South-Eastern Europe and CIS,2,6,7,37474,20,5,5,830,5,13,46,15,9674,12.0,18.66550476190476,23.81676739102482,24.6601619047619,17.06266666666667,31.891666666666673,1
Middle East,5,4,14,25305,15,7,4,686,2,7,1070,4,1991,8.5,20.33217142857143,25.406040604060408,33.74686666666666,21.18333333333333,23.910466666666665,0
Latin America and the Caribbean,3,4,14,31165,63,10,2,563,6,6,877,40,903,12.0,23.80416190476191,25.986498649864988,18.8164,18.545,16.612133333333333,0
Middle East,2,1,11,29043,32,8,5,8470,10,33,669,31,2844,51.8,34.19699047619048,13.424042404240424,34.63272380952381,10.452333333333335,19.503666666666668,1
Africa,1,5,4,28918,65,8,2,172,4,56,932,1,3213,18.0,34.348466666666674,15.713157029988714,28.530666666666672,21.555666666666667,23.595800000000004,0
Central and South-Eastern Europe and CIS,4,3,6,47806,11,9,5,1829,7,58,604,8,8977,51.8,23.841647619047624,16.033317617476037,19.46787619047619,5.884333333333334,19.37513333333333,0
Asia-Pacific,4,6,20,20857,53,5,1,652,8,37,842,13,8884,46.9,27.845257142857143,34.553541068392555,24.03296190476191,17.716,7.8516,0
Middle East,1,5,5,3786,64,7,5,399,2,50,73,7,388,46.9,33.3308761904762,18.347334733473346,29.097933333333337,11.945666666666668,29.635666666666665,0
Developed Economies and EU,4,9,21,1408,13,10,3,7370,1,44,1377,5,4740,46.9,24.18758095238095,19.691383424056692,27.913561904761902,21.177,31.564400000000003,0
Central and South-Eastern Europe and CIS,1,2,24,1110,64,3,5,2371,7,52,1118,27,6364,12.0,22.08255238095238,11.476890546197478,30.548219047619046,17.883333333333336,25.9878,0
Asia-Pacific,2,1,14,10465,40,5,3,9895,2,46,1390,4,7409,46.9,20.122980952380953,21.75906162044776,28.942,13.862333333333332,26.96173333333333,0
Latin America and the Caribbean,3,9,1,44316,42,4,2,5710,6,29,1149,9,4105,46.9,38.275123809523805,7.216021602160216,31.81626666666667,17.256666666666668,24.653266666666664,0
Latin America and the Caribbean,1,4,17,12065,13,9,1,8211,9,9,1162,25,2009,51.8,33.473638095238094,12.960153158172961,27.22880952380952,11.414666666666667,23.757866666666665,0
Africa,1,1,15,30463,13,8,4,8811,9,33,612,38,452,18.0,33.49753333333334,21.10895375251811,29.89458095238095,13.136333333333333,17.101133333333337,0
Africa,3,9,13,31861,53,3,1,920,5,21,697,27,3313,46.9,22.568571428571428,16.753003871815753,33.54132380952382,10.820666666666668,33.189,0
Middle East,1,6,15,43372,19,4,2,178,5,34,1408,39,715,18.0,24.65347619047619,19.022787993085025,22.650028571428578,14.490333333333336,24.185533333333332,1
Asia-Pacific,1,2,9,18525,24,6,3,417,10,36,867,29,5839,13.1,29.704600000000003,30.27625619704828,21.567209523809524,11.922333333333334,31.780933333333337,0
Latin America and the Caribbean,3,5,9,11106,19,7,1,6978,6,1,264,18,2317,51.8,34.96794285714286,31.520423470918523,32.78047619047619,16.912333333333336,38.95793333333334,0
Developed Economies and EU,5,1,10,42335,29,7,2,8717,2,3,196,38,4562,13.1,39.955400000000004,24.554712614118557,29.503780952380954,16.90566666666667,37.72126666666667,0
Developed Economies and EU,5,1,20,29839,47,10,2,841,4,25,387,23,6753,18.0,30.541961904761905,36.07037846641808,26.1338,13.159333333333334,32.569,1
Asia-Pacific,3,7,7,48859,31,7,5,482,10,25,638,34,446,46.9,18.93432380952381,30.32940436900833,26.122933333333336,13.458333333333334,35.85093333333334,0
Asia-Pacific,5,1,11,10736,70,7,4,5188,9,11,886,19,2544,13.1,17.761904761904763,25.86782964010687,27.595057142857144,12.06,28.563,0
Developed Economies and EU,4,6,8,35456,21,8,4,627,9,20,1377,17,8876,18.0,21.98181904761905,12.930650207877934,22.661742857142855,12.742,28.40746666666667,0
Latin America and the Caribbean,5,3,14,7906,23,6,1,3136,5,4,1063,21,5442,18.0,21.109752380952376,22.894160844655897,33.06296190476191,13.078333333333333,22.843600000000006,0
Africa,5,8,5,12011,11,8,5,552,6,34,1352,32,5408,8.5,30.9430380952381,11.093795093795094,30.68424761904762,18.407333333333337,24.661333333333335,0
Asia-Pacific,5,10,23,3147,54,2,1,6548,6,53,402,31,2344,12.0,30.97252380952381,26.61004671895761,18.110857142857146,12.186666666666666,33.7394,0
Developed Economies and EU,1,9,19,26955,39,10,3,922,1,37,1032,4,6602,18.0,32.462609523809526,23.973097309730974,29.92060952380952,10.169,23.23306666666667,0
Developed Economies and EU,3,5,11,24451,51,8,2,179,1,16,1095,24,8902,46.9,18.348333333333336,16.563942108496565,24.866314285714285,11.935,15.239400000000003,0
Latin America and the Caribbean,5,6,6,10668,60,5,3,4883,1,41,1262,18,511,13.1,26.247676190476195,22.658865886588657,23.044066666666666,8.452,32.18426666666667,0
Developed Economies and EU,5,2,20,46815,20,9,1,508,1,60,109,36,134,8.5,34.12699047619048,13.97909790979098,25.983104761904762,10.767333333333335,23.674333333333337,0
Central and South-Eastern Europe and CIS,2,4,17,14301,67,9,3,8482,10,46,612,39,9511,18.0,35.6080761904762,13.754604031831757,20.009828571428574,19.56366666666667,30.61126666666667,0
Africa,3,5,13,6733,10,2,3,4095,2,2,48,24,5016,13.1,32.094057142857146,21.35634992070636,30.84498095238095,20.608666666666668,27.953333333333337,0
Central and South-Eastern Europe and CIS,1,10,16,8489,69,4,1,813,7,31,1352,26,6655,46.9,32.27467619047619,26.276027602760276,39.84865714285715,15.554000000000002,20.07893333333334,0
Middle East,5,10,13,16843,67,6,1,1169,10,10,882,26,8324,8.5,24.533438095238097,10.426042604260427,33.9558761904762,13.195333333333334,24.973666666666663,0
Central and South-Eastern Europe and CIS,3,5,17,35433,26,7,4,9478,3,41,867,34,4100,13.1,31.382247619047625,9.790236166473793,16.895295238095237,19.982,40.025200000000005,0
Middle East,2,4,21,6861,28,9,2,572,10,24,1177,26,6723,12.0,33.27628571428571,17.173174460303176,23.840152380952382,15.293000000000001,35.93593333333334,0
Africa,1,1,24,26443,14,7,2,195,7,43,149,6,1773,12.0,32.77544761904762,16.173488777449172,28.18215238095238,9.113333333333335,22.503466666666668,0
Africa,3,1,10,37205,63,5,2,1759,2,13,1233,37,7759,12.0,26.73532380952381,13.753375337533754,26.1396,13.092666666666666,30.188,0
Middle East,2,5,7,20283,58,2,2,8713,4,44,297,9,547,18.0,33.56911428571429,25.256839969711258,25.343771428571426,12.805666666666667,23.988933333333335,0
Africa,4,6,7,47637,27,10,5,890,1,13,183,9,7336,51.8,28.068838095238096,19.653593930821657,27.61184761904762,11.704666666666668,41.153733333333335,0
Latin America and the Caribbean,2,2,10,14462,21,10,5,6599,9,20,1197,15,9307,8.5,27.007257142857142,9.277184861343278,31.664457142857145,11.483333333333333,21.012933333333336,0
Asia-Pacific,4,6,7,16466,50,3,5,857,1,35,490,33,981,13.1,33.404361904761906,21.7972368665438,26.56544761904762,19.551666666666666,23.49846666666667,0
Developed Economies and EU,1,1,5,10299,29,7,5,2375,8,7,1108,36,8099,18.0,26.61508571428572,16.987655908447987,14.218923809523808,11.360999999999999,19.164400000000004,0
Africa,4,8,5,4567,50,6,2,1832,9,45,755,14,1296,8.5,29.387800000000002,19.66890974811767,22.100238095238094,13.273666666666669,25.281533333333332,0
Africa,3,7,21,16819,43,3,1,936,8,45,1351,22,7583,46.9,35.797714285714285,19.482405383395484,23.39021904761905,8.921000000000001,33.97366666666667,0
Latin America and the Caribbean,4,9,7,31194,57,10,1,484,8,37,952,10,9617,8.5,28.541419047619055,19.213892817853214,23.394695238095238,12.287666666666667,28.009733333333337,0
Asia-Pacific,4,7,23,38192,43,2,4,943,5,24,876,6,467,46.9,30.42296190476191,27.13172745846013,27.35594285714286,18.372,43.206799999999994,0
Africa,3,2,22,42316,23,4,1,815,2,22,1389,18,5949,18.0,20.323495238095237,21.43114311431143,21.451180952380955,16.775666666666666,34.0752,0
Developed Economies and EU,1,2,23,36221,11,6,2,528,1,18,503,4,2860,13.1,30.440209523809525,19.447201863043446,28.77113333333334,10.310000000000002,13.054533333333335,1
Asia-Pacific,4,2,10,44528,36,9,2,1997,5,38,1178,39,96,18.0,40.08701904761905,15.536896546797538,23.576409523809524,13.721666666666668,20.239933333333333,0
Central and South-Eastern Europe and CIS,5,9,21,27650,52,5,2,963,9,18,483,31,2269,46.9,21.45480952380953,22.955738430985956,36.76656190476191,10.213000000000001,29.718,0
Africa,2,9,17,5742,48,10,4,7409,1,9,1346,18,5283,8.5,27.764914285714287,21.980469475518984,26.13734285714286,16.13266666666667,25.192666666666664,0
Developed Economies and EU,5,7,19,19045,19,3,4,261,7,19,848,29,9669,12.0,33.73957142857143,16.572371522866575,31.863161904761906,14.413666666666666,24.2132,0
Asia-Pacific,5,1,3,25331,64,9,3,8105,10,28,811,13,6468,46.9,21.62335238095238,16.340191161973337,30.337619047619047,24.134666666666664,36.16506666666666,0
Developed Economies and EU,2,10,19,18480,11,2,3,5200,3,26,643,15,1645,13.1,30.81673333333334,16.666380923806667,34.66673333333334,15.346000000000002,37.06713333333334,0
Central and South-Eastern Europe and CIS,3,3,6,339,21,8,1,391,4,34,1218,21,632,18.0,22.536780952380955,24.14617176003315,27.553438095238096,25.677,22.476533333333332,0
Asia-Pacific,1,2,21,16329,70,9,1,5777,8,29,1432,35,640,18.0,23.068485714285718,20.84192704984784,26.582352380952383,17.797,25.57486666666667,0
Asia-Pacific,2,2,18,11058,43,3,2,508,1,56,1356,8,3314,51.8,24.813380952380953,33.47600474333148,24.932352380952384,20.397666666666666,28.196666666666665,0
Asia-Pacific,5,4,20,16990,15,2,1,539,6,24,1129,34,6042,18.0,16.703619047619046,23.913519923420914,27.93824761904762,21.062666666666665,22.5046,0
Middle East,4,5,23,27644,40,5,5,384,4,37,82,8,5072,51.8,35.03132380952381,13.976097609760977,35.60657142857143,15.581333333333337,29.724800000000002,0
Middle East,1,4,5,3981,10,7,1,175,3,34,1034,32,3669,51.8,31.136542857142864,17.591373423056595,33.29274285714286,4.844666666666667,26.977533333333337,0
Africa,5,9,13,30666,33,8,5,5989,4,53,1000,6,7548,8.5,25.581676190476195,18.75644707327876,25.392009523809527,20.569000000000003,32.035066666666665,0
Central and South-Eastern Europe and CIS,1,6,9,40963,46,4,3,625,1,6,308,19,560,51.8,29.89389523809524,16.68875458974469,31.456514285714288,19.726,20.866533333333333,0
Latin America and the Caribbean,2,9,21,38221,29,4,4,101,9,59,24,2,7192,51.8,22.603400000000004,25.509479519380513,22.38187619047619,21.556333333333335,34.282666666666664,1
Latin America and the Caribbean,4,3,9,2677,47,10,1,1611,3,40,106,16,9491,12.0,31.027504761904762,8.506050605060507,36.48178095238095,8.683666666666667,22.898266666666668,0
Asia-Pacific,5,6,5,44679,64,3,4,2449,6,1,1459,23,1868,12.0,28.170971428571427,12.964310716785965,14.672390476190476,12.689666666666666,23.128000000000004,0
Middle East,3,7,1,38492,61,1,3,758,7,57,1259,8,7804,12.0,27.690628571428576,14.042632834712043,22.656771428571428,14.109333333333332,37.450399999999995,0
Africa,4,9,14,42399,67,3,4,885,1,59,842,7,2455,51.8,21.883961904761907,26.90606203477491,24.013666666666662,17.408333333333335,25.359400000000004,0
Developed Economies and EU,4,1,23,35926,11,7,3,428,8,32,1373,38,6568,18.0,20.17809523809524,21.345234523452344,27.96025714285714,19.734,34.785133333333334,0
Latin America and the Caribbean,1,10,6,15814,28,6,1,857,10,9,706,28,4198,46.9,32.31749523809524,22.213021302130215,26.361466666666672,6.599000000000001,22.6862,0
Developed Economies and EU,3,7,5,45297,26,5,2,885,1,8,311,7,7632,13.1,26.955647619047618,23.838583858385842,31.14970476190476,14.000666666666667,24.616066666666665,0
Latin America and the Caribbean,2,8,7,43548,57,3,1,2416,4,12,64,37,9487,18.0,18.23140952380953,16.852242367093854,26.759552380952385,11.776666666666667,20.9986,1
Africa,4,5,14,38570,43,2,1,9726,5,48,1453,33,3165,8.5,35.66296190476191,23.675081793893675,28.425304761904762,24.856666666666673,27.4566,0
Africa,2,5,18,41573,53,3,4,2403,9,18,444,14,3423,12.0,28.37452380952381,21.63287757347163,37.29465714285715,17.074,17.043266666666668,0
Africa,5,6,18,42105,46,2,4,884,4,49,1186,22,7025,12.0,24.625495238095237,25.39203920392039,22.644457142857142,20.426666666666666,24.97846666666667,0
Central and South-Eastern Europe and CIS,4,9,5,7703,43,3,4,144,9,54,1456,3,8264,18.0,22.26419047619048,23.84208420842084,14.848619047619046,13.868,15.615200000000002,0
Asia-Pacific,3,2,22,25176,26,5,3,306,2,36,1305,16,3710,12.0,37.677009523809524,13.680410898232681,28.222323809523814,8.234000000000002,27.12506666666667,0
Central and South-Eastern Europe and CIS,1,5,1,42869,56,3,1,721,9,13,652,5,7939,8.5,25.75747619047619,20.007815067221006,12.78427619047619,20.231666666666666,16.5786,0
Africa,3,6,5,49422,53,9,5,630,9,33,1313,22,7619,51.8,25.285533333333337,20.43755804151844,23.89434285714286,13.553,16.270266666666664,0
Africa,3,1,24,18519,21,2,2,6066,9,8,934,38,5866,12.0,32.13429523809524,17.124483876959125,24.3664,19.241333333333333,27.5932,0
Latin America and the Caribbean,4,1,8,9341,70,6,5,335,3,27,679,30,9324,12.0,31.69175238095238,13.222022202220224,27.29642857142857,11.262,27.016333333333332,1
Middle East,5,10,24,22732,29,2,4,866,10,14,1392,24,4581,12.0,32.3569619047619,20.308187961653314,30.086685714285714,8.838333333333335,23.541866666666667,0
Asia-Pacific,5,7,22,36245,63,1,2,144,3,25,574,10,3112,12.0,30.479066666666665,12.521895046647522,21.040657142857143,9.205,32.20633333333333,0
Africa,2,9,1,31528,25,6,3,6240,10,57,1330,22,9194,8.5,33.81590476190476,18.0969525523981,28.702514285714287,24.10433333333334,11.289666666666667,0
Developed Economies and EU,3,7,11,33303,53,2,3,8920,2,43,1430,37,7276,12.0,33.5,23.864357864357867,18.256009523809524,16.551666666666666,21.564666666666668,0
Developed Economies and EU,3,9,17,45031,58,3,1,330,10,43,748,3,5867,8.5,30.278514285714287,19.063777806352064,22.763828571428572,18.139000000000003,15.83473333333333,0
Middle East,5,9,21,12207,43,9,4,9687,9,56,904,39,663,51.8,30.158800000000003,20.001585872873008,27.780361904761907,6.744333333333334,32.882933333333334,0
Latin America and the Caribbean,5,10,14,38737,40,8,3,1588,9,8,505,29,5261,13.1,27.585447619047613,28.995099509951,37.12796190476191,8.770333333333333,29.6174,0
Middle East,1,3,15,10359,34,9,5,892,5,4,531,32,5859,51.8,22.81740952380952,14.485205663423484,35.266019047619054,14.988333333333333,34.678000000000004,0
Developed Economies and EU,1,6,10,10873,11,9,1,561,8,30,1390,38,9512,18.0,30.86039047619048,27.2960438901033,22.747961904761908,22.60666666666667,22.24086666666667,0
Latin America and the Caribbean,3,9,17,33859,13,4,5,6671,2,18,148,7,5906,18.0,25.471371428571427,19.24145271670024,25.705790476190476,12.835000000000003,24.337600000000002,0
Central and South-Eastern Europe and CIS,5,9,4,6449,48,8,5,5640,9,11,48,12,4940,13.1,30.414790476190483,15.757075707570758,25.003333333333334,14.957,40.0766,0
Developed Economies and EU,3,2,23,32104,24,8,5,2582,7,17,748,8,9103,13.1,36.26450476190477,18.43254325432543,21.98892380952381,16.034000000000002,20.98253333333333,0
Africa,5,7,18,19034,33,8,5,497,5,31,1130,38,771,46.9,33.41299047619048,15.930307316445932,24.398809523809526,11.921666666666667,34.98506666666667,0
Asia-Pacific,4,5,7,23757,50,10,5,7248,9,3,544,35,1846,51.8,21.418438095238095,35.98974183132599,24.47255238095238,17.3,20.922933333333333,0
Latin America and the Caribbean,5,7,17,4685,11,4,2,674,1,57,35,6,4041,51.8,29.80471428571429,14.152015201520154,29.32133333333333,11.707666666666668,12.499733333333332,1
Latin America and the Caribbean,5,9,8,19615,60,10,3,8553,1,25,1491,27,459,46.9,35.94443809523809,12.15864443587216,30.989104761904766,15.830666666666671,17.421866666666666,0
Africa,3,9,9,22639,22,3,3,872,4,33,540,20,7155,12.0,29.65201904761905,14.013787092995015,22.929580952380952,19.278666666666666,28.41186666666667,0
Developed Economies and EU,1,7,19,38730,18,5,1,494,6,50,327,14,8868,18.0,28.071838095238093,12.954781192404955,32.20798095238096,22.429333333333336,33.4776,0
Asia-Pacific,5,1,6,47672,59,5,2,2041,8,5,1304,19,1294,46.9,18.37415238095238,7.871087108710871,27.30929523809524,15.427000000000001,28.794866666666667,0
Developed Economies and EU,1,7,2,40813,29,7,5,100,3,9,83,12,7145,8.5,14.144428571428575,11.848770591344849,25.601942857142856,22.849333333333334,30.46073333333334,0
Middle East,4,10,2,35895,29,5,4,335,6,59,126,17,4243,51.8,25.147380952380953,9.24002400240024,32.57833333333333,21.803,23.01033333333334,0
Latin America and the Caribbean,4,10,21,31952,12,10,5,104,1,23,171,20,2340,13.1,37.903200000000005,14.05100510051005,33.626990476190485,13.749,20.792933333333334,0
Middle East,4,9,3,23561,62,7,3,9088,7,12,478,26,7137,13.1,21.607990476190476,24.456817110282458,31.432447619047622,18.766666666666666,16.278066666666668,0
Latin America and the Caribbean,4,5,20,29155,53,1,2,848,6,24,71,10,6269,12.0,25.671666666666663,16.61633306187762,27.299733333333336,11.151,21.688799999999997,0
Middle East,5,8,23,8139,13,6,2,7809,1,7,162,21,421,8.5,20.423000000000002,21.323689511808325,27.62869523809524,14.061333333333334,20.43166666666667,0
Developed Economies and EU,5,3,10,45431,61,2,2,5854,7,48,1163,24,9924,13.1,30.141800000000007,16.34897775491835,16.467028571428575,13.715000000000002,34.97593333333334,0
Central and South-Eastern Europe and CIS,2,10,10,15229,63,1,5,8129,1,43,1486,4,910,46.9,20.376533333333334,22.175488977469175,34.84008571428572,15.261333333333335,23.111866666666668,0
Africa,4,9,1,40642,54,10,2,759,1,57,237,5,3737,46.9,18.823457142857144,26.403040304030405,24.877876190476194,13.846666666666668,25.033600000000007,0
Asia-Pacific,3,10,22,15582,32,3,2,3267,7,10,992,36,6182,51.8,31.647647619047625,21.385509979569388,19.256257142857145,22.866,18.872666666666667,0
Middle East,2,4,8,44327,65,6,1,305,6,2,1495,37,4305,18.0,21.08532380952381,32.53871101395854,36.61218095238096,12.210333333333335,28.879133333333336,0
Middle East,5,9,7,22845,52,5,1,483,1,44,12,9,2121,13.1,32.93287619047619,27.02727415598703,30.638571428571424,16.244,27.7364,0
Middle East,2,5,16,29257,38,7,3,572,3,34,1248,37,6700,51.8,25.465076190476193,23.5993742231366,30.422180952380955,18.46633333333334,30.127733333333335,0
Latin America and the Caribbean,4,10,10,28769,41,1,4,809,1,10,6,5,1728,51.8,33.7306,18.231651736602235,39.40492380952381,11.537666666666668,35.0496,0
Middle East,5,2,19,13524,17,4,4,7908,6,3,508,30,7901,51.8,17.07377142857143,24.486762962010488,18.762761904761906,23.020666666666667,32.89793333333334,1
Central and South-Eastern Europe and CIS,1,6,1,7019,12,5,1,554,2,31,592,20,6873,46.9,22.818580952380955,27.97949794979498,21.995695238095237,17.945666666666668,33.94746666666668,1
Developed Economies and EU,2,1,14,33508,43,7,2,7450,3,50,1259,10,5110,18.0,36.18662857142858,21.04727615618705,26.69440952380952,23.011666666666667,25.24593333333333,0
Developed Economies and EU,5,3,4,12279,49,8,3,6836,10,4,291,3,9421,51.8,36.4144,23.473304473304474,24.573914285714284,17.107333333333333,18.7946,0
Central and South-Eastern Europe and CIS,2,5,5,27130,43,6,5,6277,2,44,62,39,5309,12.0,32.81801904761905,26.720100581486722,36.93170476190477,17.619333333333334,20.7634,0
Africa,5,3,18,35261,13,6,1,4115,6,23,881,20,413,51.8,23.60369523809524,29.052405240524052,32.44063809523809,12.674666666666665,21.184333333333335,0
Africa,3,10,10,9663,18,10,3,5012,3,42,821,27,9432,8.5,26.25952380952381,19.894846627519893,27.85881904761905,17.514333333333333,15.861733333333333,0
Central and South-Eastern Europe and CIS,3,10,3,10491,27,5,2,632,6,13,496,20,9406,13.1,30.864323809523814,19.853928249967854,18.850695238095238,17.26033333333333,21.852733333333337,0
Developed Economies and EU,5,9,20,23001,27,4,5,4250,2,10,1426,12,6422,13.1,25.30954285714286,13.7015987313017,28.27848571428571,7.836000000000001,15.3488,0
Central and South-Eastern Europe and CIS,2,7,6,30025,10,6,2,715,10,13,1425,13,9336,12.0,28.930447619047623,34.87841641306988,30.806885714285713,2.8606666666666665,30.831333333333333,0
Central and South-Eastern Europe and CIS,4,9,21,25682,62,2,3,5363,3,20,895,27,2272,13.1,23.92870476190476,22.64790764790765,17.22165714285714,12.280000000000001,14.112933333333332,0
Asia-Pacific,2,4,4,1624,21,10,2,7955,1,11,88,25,2415,51.8,15.791438095238098,20.080893803666086,32.38008571428571,18.046666666666667,15.624400000000005,1
Central and South-Eastern Europe and CIS,1,3,15,27975,22,4,3,517,3,33,723,24,9408,12.0,21.053152380952376,22.149486377209154,32.1116380952381,15.787,23.457533333333334,0
Africa,3,1,1,5684,45,1,1,853,4,5,1023,19,987,18.0,26.648161904761906,23.393067878216396,38.61190476190476,10.610999999999999,23.718533333333333,0
Asia-Pacific,2,10,17,39044,14,5,4,655,7,52,1407,2,5964,13.1,22.40981904761905,20.624405297672627,38.82386666666667,13.935666666666666,38.674533333333336,0
Developed Economies and EU,1,6,10,22980,29,4,1,2436,7,18,783,18,6432,46.9,27.568419047619052,23.1030103010301,22.32398095238095,12.290999999999999,8.419533333333334,0
Africa,2,3,12,48597,47,9,1,268,9,22,262,27,5303,18.0,34.39712380952381,31.72030060148872,22.097619047619048,17.06266666666667,37.26273333333334,0
Africa,4,9,17,6518,64,1,5,748,4,19,604,7,215,12.0,30.054133333333333,14.796479647964796,23.7198380952381,14.677333333333333,28.799933333333332,0
Asia-Pacific,1,7,1,46152,63,5,2,3623,4,35,1424,13,2517,46.9,36.13232380952381,18.91977769205492,32.42076190476191,19.07766666666667,34.338800000000006,0
Asia-Pacific,3,5,20,25811,48,9,5,1132,10,16,406,27,5693,12.0,25.77374285714286,12.27018416127327,19.40264761904762,15.394333333333336,26.708,1
Central and South-Eastern Europe and CIS,4,5,4,13232,45,10,5,1798,4,51,820,26,3983,18.0,19.13581904761905,17.563370622776564,21.613990476190477,8.175666666666666,23.1338,0
Africa,5,8,15,49677,21,3,3,5218,3,10,24,39,6845,51.8,26.57949523809524,28.078193533639084,25.989314285714286,18.584333333333333,26.729333333333333,0
Central and South-Eastern Europe and CIS,2,2,20,47888,11,9,2,8664,7,7,241,3,8269,13.1,13.906695238095242,18.919463374908922,24.30232380952381,11.851,21.3592,0
Middle East,4,3,10,21244,11,4,4,920,1,44,430,16,6978,18.0,39.03921904761904,18.074164559313076,33.65190476190477,13.367666666666667,23.1512,0
Asia-Pacific,2,3,2,37406,65,1,1,1580,10,35,428,9,2050,51.8,22.730123809523814,16.029017187433027,36.362952380952386,18.180666666666667,15.247933333333332,0
Developed Economies and EU,3,7,18,41837,45,4,4,608,8,48,801,33,8960,12.0,29.979219047619043,16.1956481362422,26.425352380952383,9.285333333333332,31.578533333333336,0
Latin America and the Caribbean,5,10,23,37975,44,10,5,526,2,53,591,6,7739,51.8,18.4034,16.24986784392725,29.768133333333335,8.334000000000001,27.6396,0
Middle East,4,7,21,36894,48,3,3,8416,8,32,1459,12,316,18.0,32.24465714285715,19.864572171502864,32.97855238095238,14.211666666666666,17.4398,0
Latin America and the Caribbean,4,5,14,21420,21,10,3,5985,8,31,405,35,2680,13.1,34.61327619047619,12.56805680568057,19.775114285714285,20.391666666666666,20.273600000000002,0
Latin America and the Caribbean,3,9,9,47678,28,9,5,1478,9,38,530,19,4298,51.8,30.454304761904766,22.1016387353021,17.30862857142857,15.667,15.4748,0
Asia-Pacific,4,8,15,48731,42,8,4,150,5,28,334,16,6291,12.0,24.064066666666665,14.841084108410843,22.880200000000002,12.847,29.747866666666667,0
Latin America and the Caribbean,1,5,20,29387,26,5,5,1394,6,51,183,19,7698,51.8,17.687628571428572,18.610889660394612,24.2904,20.978333333333335,36.227466666666665,1
Developed Economies and EU,3,8,3,21567,12,3,1,847,1,1,274,21,8121,13.1,23.203790476190477,10.292500678639293,19.457361904761903,25.792333333333335,26.176933333333334,0
Central and South-Eastern Europe and CIS,2,6,24,12977,65,3,5,624,10,43,317,17,6752,13.1,30.08777142857143,13.182803994685186,28.182666666666666,19.03633333333333,28.81706666666667,0
Asia-Pacific,4,6,16,1357,57,10,4,4183,4,53,340,23,458,12.0,20.698552380952385,21.035317817496036,33.063428571428574,17.942333333333334,12.922866666666666,0
Africa,3,9,7,2909,60,1,4,1344,5,40,559,5,2700,18.0,23.434390476190476,12.937308016515935,22.289980952380954,16.056000000000004,31.576000000000004,0
Middle East,1,9,24,44318,31,1,3,834,7,56,1163,29,9963,18.0,28.353457142857145,22.18030374466018,27.37351428571429,13.258000000000001,25.85586666666667,0
Asia-Pacific,1,8,21,15004,29,1,4,603,8,15,1464,23,6907,8.5,37.7032380952381,25.328990041861328,39.29072380952381,16.146,28.938933333333335,0
Asia-Pacific,2,10,13,20819,41,9,5,452,7,42,646,29,5149,46.9,27.54459047619048,29.8970611346849,37.82664761904762,18.785333333333334,34.662533333333336,0
Central and South-Eastern Europe and CIS,4,2,7,38007,47,5,2,217,7,32,275,29,9700,51.8,35.71594285714286,21.052319517666053,26.626628571428572,16.801333333333336,19.737533333333335,0
